	tp00	tp01	tp02	tp03	tp04	tp05	tp06	tp07	tp08	tp09	tp10	tp11	tp12	tp13	tp14	tp15	tp16	tp17	tp18	tp19	tp20	tp21	tp22	tp23	tp24	tp25	tp26	tp27	tp28	tp29	tp30	tp31	tp32	tp33	tp34	tp35	tp36	tp37	tp38	tp39	tp40	tp41	tp42	tp43	tp44	tp45	tp46	tp47	tp48	tp49	tp50	tp51	tp52	tp53	tp54	tp55	tp56	tp57	tp58	tp59	tp60	tp61	tp62	tp63	tp64	tp65	tp66	tp67	tp68	tp69	tp70	tp71	tp72	tp73	tp74	tp75	tp76	tp77	tp78	tp79
1630s	0.0054771467607140694	0.005999837627920854	0.009149140306718056	0.0013626954428194306	0.0004705278825454576	0.002808312562031809	0.003001117412672482	0.00975085332490426	0.003010623070351122	0.0059735952011711335	0.018031826743022488	0.005935145704978725	0.00022349581866128098	0.012811202832242168	0.0032234468412999946	0.016865590906260063	0.028093616642796398	0.0016955583194085304	0.005840961249650248	0.014827113613784255	0.013116913280925646	0.0609563446864052	0.005968574890170339	0.0010346040615919793	0.011920353404230526	0.005327135597889367	0.011392124796019566	0.0006962024630461174	0.01812879462976361	0.002514908196518247	0.02076309028011771	0.006408971624359228	0.030559001488035156	0.014432252826335465	0.02557384568727583	0.0003980876830801009	0.005284871020742895	0.0017407654940226852	0.019039690029089194	0.010249089089925023	0.0024802820041560677	0.012411734500336797	0.009420369492531788	0.01719212099829594	0.008834857729648985	0.003358247816603698	0.005905577464884995	0.00356088475046919	0.0012945829747915822	0.016351352840762137	0.006735060033478575	0.01565927156019591	0.057459132917923185	0.007441352553679731	0.0022003334067084534	0.13617372871999156	0.011725992725591248	0.005720347857191189	0.0004043370734897718	0.001958960124284705	0.00927756216310513	0.0021205857420415405	0.00094228091505003	0.046253477293546716	0.0038376810214156734	0.029910495452988455	0.0012396050484994245	0.04477549503422587	0.0029446988643455417	0.002223290168718391	0.002580127850013388	0.03677848380205415	0.026124603868760764	0.008448449276414766	0.011759437918938373	0.005038903681912411	0.0005499772531346684	0.003092159535112217	0.011281409587704946	0.004475318483505512
1640s	0.0021549414157283216	0.0022636925901657057	0.008492486329285807	0.0006658918753533505	0.0009912176047452861	0.0032982425411713563	0.004941918678611821	0.011249083787807682	0.0025092158191505416	0.009634728999033997	0.02918029630096801	0.009700162417028419	0.00031928024021961034	0.016018885963247204	0.003833059386149454	0.031810436353781155	0.023196262825485404	0.0026075221031579402	0.00648268124604977	0.017388207781788834	0.024901510165878157	0.05135410672100997	0.012180638867964092	0.0010651118107611764	0.010329544650549407	0.0034518082294046	0.018678888773518955	0.002201201447531667	0.02472704673289065	0.003809083463906943	0.016959554325399768	0.006814682948951999	0.02491199459585064	0.028195955611219205	0.019579026311761248	0.000403791317608387	0.010849951643187547	0.001167475445949658	0.02660641543336994	0.017912043569372333	0.003954384672729463	0.013700972802673983	0.02185015686388778	0.02294274876150904	0.007604725341900441	0.002908267858817465	0.01554781839760664	0.0034991977455647552	0.00309589060190443	0.016072870928084865	0.00903571016575883	0.022143158374580623	0.03723985304988255	0.006759850837792284	0.0017530678185348056	0.07576177664300907	0.011817006334082246	0.006519663426572695	0.0006238425002138611	0.0016329529673698368	0.00789197572346505	0.004865806609812529	0.0009838631420177825	0.022051546994468013	0.006159862349516645	0.026243735370580827	0.0026618459763029763	0.028059929348529185	0.0018578483856567184	0.00433541316234159	0.0029117194555704417	0.020936119427957874	0.04343206810660922	0.01467438080369863	0.014035418456191513	0.0022619506470747254	0.000611197750878542	0.002363483667274972	0.013515767395770265	0.0028441048087911158
1650s	0.008188836826346189	0.0014914227280493702	0.010918864409712532	0.003818725014815373	0.0006401359722885749	0.0009755796228941746	0.004279918931201302	0.01353966757994691	0.002345617550531077	0.011554760823570261	0.02094429137269134	0.004793368404495238	0.0006389390527409064	0.013721509816283804	0.004991361809533812	0.08307662693083276	0.01567481705742834	0.003974819192092129	0.00415990279842968	0.011196138860476003	0.020887416062891403	0.03140639330023371	0.00886363314434002	0.002497614119735068	0.01503979425198721	0.006198571259913058	0.014795963204544167	0.003380881629285685	0.04721755539687624	0.002803904152803404	0.016184207682098748	0.005062245421271428	0.0358546397033303	0.01716595068366263	0.01765639314199915	0.0008708108883259597	0.0131617491402905	0.0017400433640475316	0.04734753148978809	0.025099691803971567	0.003655697576154466	0.007838128961517218	0.017424310332332812	0.02146867337760232	0.00978950002001561	0.0037202824579811	0.014280227323520337	0.0026116234061868402	0.0008615338607171344	0.009843606653992063	0.009786874437583937	0.016240710345310494	0.03490909336856202	0.00858177338246823	0.0011342719240230654	0.065589095917996	0.013512658451061373	0.006280511018015725	0.0008934771311953841	0.0022318978397672397	0.009672654241832338	0.007344770912703285	0.003301149630003527	0.015517785858663908	0.012717036007773708	0.011597099570899579	0.001404394432864232	0.02346797401693465	0.0017059902954965828	0.0032846905341254685	0.005462509727191784	0.008986233822124273	0.024852430293602734	0.032827775569443725	0.007703928985016353	0.002772065329349963	0.0009417213996038968	0.0031806281704704446	0.014333033200159787	0.004111885619980851
1660s	0.00218926713204679	0.0038019271398738374	0.011216874795242814	0.0018497947204780627	0.0004120605052255926	0.0008353549073531086	0.010250247486668945	0.011543380848660465	0.0024309305462232216	0.012588682918792787	0.004459540944350138	0.004322584669561705	0.002020419033413675	0.01953310201552022	0.023510598835225657	0.08970597590261885	0.01398788721178954	0.01054004913701784	0.004366211233068319	0.007825917900348514	0.02595617086289866	0.030110708829160324	0.012835404801897134	0.0022770657876955923	0.011546648384919249	0.0034544368132820497	0.018555565507606155	0.0012308713383559374	0.03203267336410563	0.00562164506623392	0.017345612688813353	0.0067948409378553445	0.03316896140651615	0.01120916610430958	0.014982418425154187	0.00044988908491476074	0.005085539999750529	0.0006275627950636597	0.0423599667070831	0.03389223596485704	0.0043865096984854225	0.008453153096681626	0.018532292201207556	0.031275704645110355	0.006104704871046511	0.002653627619146218	0.0320636709954959	0.002416884108510292	0.001281360390857982	0.011239134532895958	0.020457824233842445	0.012685596477527839	0.03676328614606827	0.006528159108622695	0.0017734195393597002	0.03486757208833502	0.014428629425582349	0.011727019982941561	0.0016986908482497197	0.0048694254736512494	0.017854953059002927	0.004188115552756432	0.0014348409511401625	0.011409167332141892	0.006747974594138851	0.0037658471207557324	0.002064571389439189	0.019337713358067117	0.005175560650230921	0.0019523081840113455	0.00814237379519548	0.005179924682397652	0.02959720229193656	0.027183521541483967	0.010101623629339253	0.002094447584765909	0.006961088754593102	0.003906981052721638	0.017984596923842924	0.0037823293144680263
1670s	0.002328060609377152	0.00696885079943062	0.019936729119461212	0.0023553589324718923	0.0017447716499299642	0.0004032685856708536	0.013552268233489064	0.02087445180583186	0.0022740408041560505	0.0052405937883583595	0.0034150015725873807	0.0056402204005819145	0.0019238961320830002	0.01929886386682233	0.02790040218123573	0.07971260792620806	0.01015631508613657	0.008287478606440643	0.00812568540346127	0.004167044642943222	0.010982982902664721	0.02989210154940699	0.008354196349680274	0.0034250845762822243	0.005372946229360913	0.0023556644286867943	0.045841839905159894	0.003038006203162193	0.026469597466332016	0.0027141393244488003	0.016505388017085777	0.004611842461929282	0.03506723562538693	0.0089785353175431	0.021737861389170103	0.00039916086777191614	0.0033342697960349796	0.00032936439469264756	0.036842544937069566	0.026269799035363244	0.0025277803233856896	0.0073136990840059	0.018291984111051127	0.034977632285696135	0.002615066864131126	0.001971194911979948	0.02677501478048184	0.0031773906637179035	0.00153865175818283	0.01435280435748113	0.03375708668119245	0.01180756167810827	0.04545126439368244	0.008151511548736426	0.0018503512095813784	0.019396574096322852	0.017078360763137443	0.011131712229583838	0.00832004231278897	0.0030353090249826526	0.01827435669848743	0.004895711412395205	0.005029486897630478	0.00820855608316011	0.0016171724829570177	0.002426449872082103	0.002092821599568086	0.014113701285519038	0.018503654333638708	0.0020346685077820975	0.006050786154019604	0.0040762606761305924	0.027859800136593248	0.016917336651110195	0.015338991233047855	0.0024414039256210975	0.007654861958918267	0.002470160673761703	0.02307450039273519	0.006569855022702249
1680s	0.004935670657466006	0.001825664744223332	0.01763533000252723	0.0019161533888859734	0.0003512503096676023	0.000497069128932764	0.01783550265233436	0.013641078708851903	0.004242751582760441	0.0054763637167907575	0.004390278839184648	0.011844275126624861	0.00047698734429857127	0.017883231335192252	0.007096997725628158	0.03488062083979574	0.022710594247784148	0.019545209832484728	0.014504331647032994	0.009176962241025832	0.017206292822298092	0.03963122182749074	0.012978825141219178	0.008558803328653613	0.0031335379095922215	0.002366164107124358	0.09167532920013921	0.002771434966082067	0.008975184552956515	0.00265203684401415	0.012511230246048905	0.002961830843720526	0.03359158636745776	0.008309691878836182	0.027653805877860274	0.0002384720851520051	0.004756685933665249	0.0009879273862368118	0.027376919532681204	0.013829577722272056	0.0019562099820396753	0.006412178563269257	0.015448848326103154	0.07034280042701348	0.0026286282680992304	0.0028065233979517267	0.008527640159302572	0.0011007688451312736	0.001969026360647817	0.02709542041725892	0.031710940721137997	0.012077208445336836	0.03247070397821064	0.005821168997292162	0.003929703245765036	0.015535671246227817	0.013596586686289472	0.009088208418605052	0.0028953271582610996	0.006592476305652779	0.026423991134241317	0.004128696703274137	0.0008673555286062465	0.00573237569067362	0.0019388877413363836	0.0023108725405316024	0.000985114826436093	0.006001358752371434	0.019444013969515568	0.00315805169962484	0.006444434375504965	0.00376240870256892	0.05090204180971883	0.01641440087467431	0.016606340081187883	0.004371484671278041	0.0006990360604154151	0.0009106010379471674	0.017719325508190418	0.006140285697313463
1690s	0.0040792651171856304	0.004084214360163631	0.01417000929364981	0.006878794751430642	0.0019966445073692335	0.0011233175377346437	0.006908476089175424	0.011663305200887592	0.007118352801987791	0.0048126870631874045	0.002369026881522986	0.011127772396495157	0.004172459778808234	0.008613417119639744	0.009804709136092946	0.030556057861032434	0.014569114329695593	0.03492166462717285	0.00838786558695533	0.004201564335316432	0.00586969319171823	0.019100632740477498	0.007728655649798465	0.023318897336037443	0.004933664337025592	0.008368174479284651	0.027055310020712306	0.0005017138071264115	0.044441472514395564	0.0010720105503707095	0.00858119717685543	0.012520167038336593	0.038033594231255914	0.00601906670044522	0.018402883797837756	0.0034024878887858943	0.006453004555327934	0.0052492567551948146	0.02545683893351454	0.009097364219096606	0.0013655135728632781	0.004769909427878684	0.008205875384238072	0.02446157610243069	0.0012337120450150356	0.005813176470014062	0.005875558988224548	0.0016846024273450039	0.0007532228110618838	0.011858486014704564	0.03256587428598234	0.011482263047839279	0.022031836480379097	0.007015207484149287	0.012299440227520544	0.018270234379129342	0.01859348747671147	0.016533037707822138	0.01440628518804085	0.027286722670767996	0.0973448868853916	0.002163275601513237	0.006266229755076747	0.008155665745094935	0.006713673331589349	0.0020801701659957264	0.007362300384029224	0.008404323729317773	0.009771396673433583	0.000987607410228624	0.046488580781299645	0.0048203187065594495	0.015858757216644658	0.03415946211969836	0.006466902617338084	0.0013684833647696626	0.00844771440578658	0.0034020503887763646	0.012401448919691848	0.0036659249065453454
1700s	0.00350903408970983	0.0030046548711421955	0.015992535761623333	0.003295577319868003	0.0014317895691326563	0.0006435619271065969	0.0046690907991628755	0.01316679728458733	0.007096924788789348	0.005054983869284324	0.0029130263071322766	0.009491083811640624	0.006837439398205419	0.008979829390154861	0.005628996890049081	0.026925341223224538	0.00744001605448151	0.011838597597363679	0.009397632115174389	0.00494580157039316	0.007723368954265829	0.019222023624691355	0.011405670393561343	0.03330980102710771	0.007604199666839311	0.007046066892921086	0.0703556521035047	0.001082011211461004	0.05219304442687002	0.006734848808916531	0.009039445260413604	0.013848345201504327	0.04086271749757222	0.008184266445070885	0.023398287755616868	0.0033676764003693956	0.006570917057345996	0.00132377270652228	0.035413997875689926	0.007370104277193413	0.0030388162790721943	0.0041185366168346275	0.010130316719115365	0.05188907785956634	0.003532631140425232	0.004516230503054738	0.004017889079974078	0.0028043143299340814	0.0010931333994038707	0.010933477727869557	0.026694440459587965	0.01205398349881995	0.021831800731292806	0.004787770833018056	0.001326538237796269	0.021798492669935606	0.019894457878696873	0.011342201534602829	0.0010617367833045256	0.010897583524943313	0.06875353521261056	0.005801507408726691	0.0019392152221659538	0.006332423214567502	0.009546978047295296	0.0017636692062174112	0.006210396150761428	0.010448675808739281	0.003023283076393363	0.0011337835043923334	0.02273924018950716	0.004460977031975207	0.043890287037278576	0.027751671294898382	0.00916622337576798	0.0032771230082009996	0.003110304794164805	0.0029239379846680907	0.017162788407584183	0.004481617991172773
1710s	0.003977780746845732	0.004365535329407668	0.018986750076140254	0.0101263339619569	0.0009693403638933755	0.011625951186359822	0.003938931622181891	0.007786657903752456	0.0037445001715402386	0.006104925384291531	0.0025384604611220062	0.009286006728706185	0.0037333062221012016	0.011704732701668018	0.005463739101080339	0.016349457527001024	0.010936083461741814	0.008361456221993541	0.012081774425989374	0.004961394965302936	0.00733155162279836	0.01882526443418769	0.008509209882222592	0.03251381628675185	0.005848973357533736	0.009335969688715768	0.06129020442835849	0.00043022407779898464	0.04084963559152506	0.0008529085034933141	0.012455328528834061	0.013247970453780098	0.04267132914540877	0.007732003162374479	0.025022977130131747	0.0007815382560200701	0.006982876115854088	0.0015718285591962845	0.03641200742709593	0.004476611456176689	0.0053607602821070565	0.005235839913069046	0.010243063720896001	0.02688857686341173	0.0017512115999530583	0.004177938910937522	0.004798162298482126	0.0038403873604541156	0.005942721910693637	0.01000547688228789	0.0526622192331787	0.014841499673121287	0.02712718644592417	0.006985223168346119	0.006189121253808225	0.02468564954057251	0.016204946302936542	0.006550739818247674	0.004376923898085603	0.007100589613001266	0.08166229440204675	0.0028869997074337174	0.0033070805383367025	0.008360730345124263	0.006690727507231393	0.0034818384634443737	0.012777912193110362	0.008273696097298004	0.01067548113501048	0.0008474662971942481	0.03512109682474165	0.006563532376726483	0.023211560735072218	0.027148065439633613	0.006989106741699159	0.0018940538177719896	0.0020680090234487243	0.0029093434082865578	0.010867761699230793	0.00510965788630999
1720s	0.002841483961049594	0.0016403582582891706	0.01152484503070942	0.0041107662013674245	0.003354986544365043	0.00019326656834606578	0.005811024648968404	0.012133371912381383	0.001467236928256686	0.003708251879289993	0.0029538817864046166	0.006967188886596719	0.01678679025696033	0.01772296373723521	0.005547501530350146	0.02582285867469189	0.0077893653352663714	0.019673546403299436	0.020096954221427682	0.005211501280680376	0.011314760897937304	0.015608050574032455	0.014433930004724253	0.010284632230503661	0.004458760740704409	0.006140088114960658	0.07581575755869872	0.0008004238636790968	0.02594351373999594	0.0010623840463823084	0.009481122282945266	0.006900864876321353	0.03371919524067178	0.015291583916931152	0.011618888194518364	0.0028880993157439088	0.004770707944917676	0.0029726467478627104	0.03214777280070283	0.00764411667890157	0.0034469105778442873	0.006039982970035827	0.018530148279246275	0.03528425658119525	0.0015353053624117075	0.006893372783411181	0.007665779621898807	0.004927141269908581	0.0018425607734693897	0.015193557090691014	0.018117943348386262	0.020365283405039403	0.015268142814588149	0.005192461799954605	0.003401084007019066	0.015152808647118654	0.05632038422467802	0.006173840829510753	0.0025227146815479137	0.006026635059510677	0.1191165410851366	0.008755794896960115	0.00531729795698212	0.005274090242282902	0.0019967795525977845	0.002225600192477222	0.0113610379575704	0.006442917750420011	0.0017862587890050807	0.0005962430265038922	0.012926026809995933	0.0033684037955373862	0.03522062022893976	0.03337559630094078	0.008650560847185625	0.0029575557606683436	0.0014814964971412961	0.001550735497422813	0.015509666917884971	0.00353101794980983
1730s	0.00159876100860642	0.0010061477354425395	0.015398556689441725	0.0011433926881231629	0.005404101333900451	0.00013527138543432024	0.004143030114147096	0.013573436785127898	0.0017315281790917872	0.004861783926264251	0.0029165531626061357	0.00977683147447927	0.0032639174042624003	0.013118633427788223	0.002907217578970914	0.0202188570715889	0.00725247295792885	0.010846821802726858	0.034280863336581285	0.005796980937060441	0.008525940277244957	0.01793399142841482	0.012181488048103827	0.010886477867120796	0.008298926986812689	0.009003621209797443	0.0619693369739009	0.0012049193626855112	0.02904350659459818	0.003306664981584142	0.009556300994233113	0.009958558519687579	0.03611109754253271	0.011143209053862936	0.022312913575253928	0.0027029712697961457	0.005909749085919237	0.002711815744942424	0.03563815724945858	0.005125171841520018	0.0018715079468443903	0.006943777290546263	0.015786028690493538	0.03149852870347182	0.0010512730467312527	0.006416908019844955	0.00515875900992088	0.004068198513425672	0.003569501595337857	0.011409636186613519	0.025949492297219136	0.016283311076274933	0.021033887170676783	0.0061127114887466385	0.005088254925448953	0.015677077508460913	0.06926898276537365	0.012208987388950893	0.0005684739916126281	0.006198136205727562	0.11912820817909169	0.0033558622865568215	0.0012372319435129933	0.006495900605376114	0.002143700084303527	0.002788697269502996	0.034773392493109075	0.007406691380657578	0.0057585952021599295	0.004688308496880884	0.008880806290706752	0.003086772009693305	0.026107649682141413	0.011546287938013784	0.00892990710803599	0.0025069679179081845	0.0011449968260606163	0.003065585869886351	0.015049242557753981	0.0028417844298830935
1740s	0.0006852627756751509	0.001260452834300608	0.01589903031825008	0.0009677003799492912	0.0034628290838325674	0.0006620046922617571	0.004987241636723742	0.012574619755525047	0.002197946297824662	0.011151275927731203	0.00339527999317821	0.017757271637539592	0.0003640458545522482	0.021106010002926907	0.002068293608791299	0.02956055872308142	0.009152354481543508	0.008351065464703235	0.06458328230949056	0.00802853477432993	0.013311182259637407	0.021173999681038804	0.011593906938843719	0.0044120847983152404	0.005875323829525192	0.004442543534494475	0.10251520123712579	0.00046573446774083324	0.014865402808619848	0.004776805082742998	0.009010421807949965	0.009151393975864158	0.031167560673956252	0.016773642635911665	0.025239358783538574	0.002865486597915708	0.00536690091739235	0.0011938276224217007	0.03995765122845135	0.008732444413228182	0.0016239972819452977	0.008158332018566958	0.030905991054923233	0.043150070490706696	0.0011855500142119687	0.005983051239126808	0.004654485055288249	0.0056754963644019205	0.013066464992188255	0.018576277182733084	0.023737362214711864	0.019312579665039027	0.01970075477292964	0.0036978966930686042	0.004102922492020511	0.014063888529210564	0.01590165839998576	0.008903104462093086	0.00020604446708884585	0.0026436511375728705	0.028812696402383427	0.0030111206481245063	0.000354740590343266	0.00764096156564148	0.0011451727635905103	0.0022052683107287494	0.03830707838659429	0.009059637673944904	0.001063079119732016	0.004668715969180651	0.007135465061710986	0.0029358799320654836	0.05439009368841655	0.005629405170345432	0.009418800772052049	0.0010017860750972268	0.0041382230287829395	0.0007477707364509862	0.01726494920113025	0.0047136425289459735
1750s	0.0007348711155682094	0.0029036113253743017	0.01443004151652168	0.0003876324064846629	0.0010480030151742484	3.825178458174574e-05	0.004528439795177698	0.006718133412736093	0.004195910122971554	0.007852634945224805	0.0030582682399601913	0.023874712802969832	0.00016683690277939197	0.02074065470427568	0.0021518010769260437	0.014207036724426239	0.015173533989232763	0.0016471438814574025	0.108787754854808	0.006310689780613716	0.012270473090815366	0.032121386278641785	0.02255991484272671	0.002092863725332916	0.0026813975817024417	0.004459955971917345	0.11042452864673453	0.0019473836748766084	0.0037056826838564928	0.002825850396067642	0.007903277488654041	0.006961892029027844	0.02828614832832357	0.011062705535771522	0.041794756820838865	0.019809290779688495	0.005699337533402895	0.0005614387878920831	0.027225948169006288	0.006595009612453306	0.004593601390536078	0.010905233827339166	0.030103128163958378	0.03691926819585088	0.0013675349092920892	0.0010126188962878116	0.008100875463275222	0.0045120556463043564	0.012122124007772125	0.014816353084497554	0.013616474930894462	0.01138987782424201	0.01638714126540705	0.002516978699774467	0.000745322931932802	0.007908552184628716	0.018084239774604008	0.01512652830144679	0.0003314635379666551	0.005428621962147214	0.022545198750088407	0.0016772401084941214	0.002624461259055212	0.006918499723732402	0.003669246660983578	0.00280074664585874	0.006064110943066499	0.0040010970765457215	0.0023799153100717437	0.0024195822059668646	0.006623207098360707	0.008664237914524987	0.07895947362785836	0.0079611918045256	0.01154208278295636	0.001821496393794863	0.00044661151795547324	0.0020598150672238467	0.01742864935400524	0.003459936381778457
1760s	0.0007141160159563964	0.001299888606347475	0.009486673470512175	0.001629515709378351	0.0007254901711036616	0.0009422329289639571	0.00280870735297576	0.01379258814831279	0.0009814234533586192	0.013905251085900105	0.005893987284253793	0.017264825188929765	0.00016390269123051242	0.016046738151733613	0.014069368842663904	0.02409132080618191	0.01878583614354579	0.002996095050888965	0.08244778864078006	0.006104773393156363	0.013576528585969517	0.024035254995217484	0.015348445516123126	0.004191790358476861	0.007366509168192167	0.014499589961904109	0.09454365697036782	0.004929131967465227	0.021525989892776532	0.0005449001918306404	0.012007501874941035	0.013560659007412825	0.02979966544627171	0.016941667505310107	0.031542555857171875	0.002102247133558537	0.005894507373866094	0.00020514500668087404	0.03076311939533782	0.006379725541563607	0.007403069549729955	0.012773400577774662	0.02827214004884942	0.02863844802114522	0.0032640405719352333	0.004308952167949375	0.008556280972701901	0.005550601508228435	0.0041972400822874465	0.01163103968410203	0.014480469866082762	0.012909387942787063	0.019143432104181134	0.0034718740469162706	0.0011923428999736753	0.023365632221963303	0.010984621835036507	0.010738757117690114	0.00023324704828242088	0.004227289096516157	0.017681273168939533	0.0021713765326730047	0.0052947764866229504	0.007810941855348711	0.0028108819234813733	0.007606345034618811	0.019232446432350024	0.005691853292697236	0.0015527806255239605	0.003571928036336094	0.008970403425316418	0.005817242628195763	0.05524052834159458	0.01345390267756814	0.010644835979500783	0.0010651243584855854	0.00032752302037753053	0.0012871177051276834	0.0274010617729417	0.0031162744515551444
1770s	0.000986298701865541	0.0006850842570324662	0.016353568251274386	0.0007335455030707712	0.002173222097006092	0.0004721490820427471	0.006001275528723053	0.01279976355076143	0.003338135772614456	0.009082808992746234	0.0033451464638135026	0.014947028450437244	0.0014203065551991443	0.01469664612395792	0.0024883765467737747	0.021792950233717953	0.01743178183570321	0.00412057968171162	0.11619829301745582	0.00577570045306885	0.006989468420877399	0.02954495054620083	0.012803040343106854	0.0051627312106457225	0.005868186262484937	0.007365762550220587	0.10038853952503798	0.006969180795291875	0.014731053540021967	0.0012811605248170997	0.009298898010752515	0.015272059841178505	0.029854418415091035	0.009992593742423882	0.0197703708136345	0.0061834278402910425	0.0038204759176678218	0.0005769565883632923	0.02865530932218098	0.007151777781311115	0.0043300064392313995	0.011744181102171188	0.025213163998577984	0.03531153786840896	0.0015352274270583745	0.007487499903660546	0.007450892600870542	0.004122900863487727	0.005127676296207356	0.019697802935011256	0.02628330850980665	0.014886178504151493	0.021703635784721887	0.004721329442084437	0.0011717371113985286	0.009534290973640863	0.016956494512096874	0.0059994497497221876	0.0039199488242056615	0.0032483918226491075	0.027426401288869844	0.002120285423741992	0.0009743491312794597	0.004577313213802159	0.012671080161474068	0.001951964795932609	0.023255597453823832	0.006041913646994785	0.0020166393613121436	0.0038668299771967523	0.005128715112813009	0.005208898907394783	0.03862643499809571	0.012889498465035057	0.009803451091640448	0.001496315489574212	0.001561581974879954	0.0013401955184991806	0.028187242586449876	0.0038866136414509554
1780s	0.0001577048286451439	0.00029412954602814784	0.012925424197355559	0.0037207844996378545	0.0006559271843315672	4.684420715066063e-05	0.0006129779269929631	0.019160515369242955	0.006341475203453668	0.003240288487933831	0.0015272616338188143	0.0029214764763355948	6.614792117280827e-05	0.00471477466540356	0.01199399667144334	0.007948965140003098	0.002381407737795932	0.013296797276777121	0.004433149290177258	0.00256968067458557	0.0008836341348841767	0.013144375020118514	0.004882502792917664	0.011014955115836621	0.005549768071255394	0.006817733513110531	0.015410278687954951	9.241240956527911e-05	0.017506148943859764	0.0003607790243687548	0.0019251126270250051	0.019898785751296673	0.05642586686909646	0.005927545476036455	0.016195689380664725	0.15520210160549783	0.00985157814375949	0.0079246013454785	0.021314959219194872	0.004234607537245764	0.0006028534488660993	0.008369884761982358	0.007630660317150824	0.015720236628768126	0.0006263710346227228	0.016943667548312058	0.0050160210900778756	0.004240412013211019	0.00012839341857933968	0.0010833652023049497	0.009944642191139217	0.023633657846591417	0.005469048407910545	0.0008176224339032014	0.025252267759515848	0.018461773188663967	0.027904915221530404	0.02064859170532387	0.006636398757944856	0.018062145297218293	0.1751292767552393	0.0012083329288024188	0.004044834637319077	0.002651169327312892	0.003543277792221519	0.0038323905489452584	0.020480866697336054	0.01004372205300532	0.00039033776828397646	0.0001526891809502679	0.029297898559877855	0.0035468629099974737	0.004444851800694149	0.027954802444861752	0.010285710119863768	0.0012682656474205798	0.002732337059645745	0.0027461505728601492	0.005033278165151076	0.0004468521491415468
