filenames,binids
tc0171_A04_S02,4
tc0551_A03_S03,3
tc0299_A01_S03,2
tc0661_A01_S03,1
tc0389_A02_S02,2
tc0175_A05_S03,5
tc0472_A01_S06,2
tc0134_A01_S03,1
tc0724_A03_S02,4
tc0421_A02_S02,2
tc0030_A02_S01,1
tc0037_A05_S02,5
tc0116_A04_S02,4
tc0563_A02_S02,2
tc0596_A01_S04,2
tc0710_A02_S02,3
tc0688_A05_S01,5
tc0273_A04_S06,5
tc0573_A03_S04,3
tc0692_A02_S01,2
tc0402_A05_S03,5
tc0198_A01_S01,1
tc0392_A04_S02,4
tc0161_A02_S03,2
tc0086_A01_S03,1
tc0491_A04_S01,4
tc0130_A03_S03,3
tc0069_A05_S03,5
tc0525_A05_S03,5
tc0142_A04_S04,4
tc0608_A02_S02,2
tc0547_A02_S01,2
tc0713_A04_S04,5
tc0296_A05_S02,5
tc0287_A01_S03,2
tc0650_A04_S02,4
tc0299_A01_S01,1
tc0600_A01_S01,1
tc0070_A04_S04,3
tc0266_A03_S01,2
tc0187_A02_S02,2
tc0649_A05_S01,5
tc0137_A03_S01,2
tc0187_A05_S04,5
tc0498_A02_S03,2
tc0358_A03_S02,
tc0173_A03_S03,3
tc0176_A01_S04,1
tc0059_A06_S04,5
tc0076_A04_S01,4
tc0660_A05_S01,5
tc0522_A04_S01,4
tc0297_A01_S04,1
tc0390_A05_S03,5
tc0501_A02_S04,3
tc0061_A02_S03,3
tc0186_A04_S05,5
tc0699_A01_S02,2
tc0444_A02_S01,2
tc0222_A04_S02,5
tc0072_A03_S03,3
tc0531_A05_S02,5
tc0127_A03_S01,3
tc0030_A03_S04,4
tc0587_A05_S03,5
tc0030_A02_S02,2
tc0673_A02_S04,2
tc0130_A05_S03,5
tc0073_A02_S04,2
tc0664_A02_S01,1
tc0037_A04_S02,4
tc0715_A03_S04,5
tc0626_A02_S02,2
tc0576_A05_S01,5
tc0167_A02_S02,2
tc0133_A05_S04,5
tc0504_A04_S05,5
tc0591_A02_S01,2
tc0271_A03_S01,2
tc0330_A05_S01,5
tc0160_A04_S03,3
tc0217_A04_S02,4
tc0393_A05_S02,5
tc0527_A05_S03,5
tc0630_A02_S03,2
tc0360_A04_S02,5
tc0391_A05_S01,4
tc0294_A04_S02,4
tc0296_A01_S03,1
tc0077_A04_S01,3
tc0030_A02_S06,3
tc0682_A05_S01,4
tc0657_A01_S04,2
tc0391_A05_S03,5
tc0076_A04_S03,5
tc0077_A01_S01,1
tc0266_A02_S03,2
tc0691_A04_S01,4
tc0628_A01_S02,1
tc0409_A02_S04,3
tc0269_A02_S01,2
tc0453_A02_S02,3
tc0665_A01_S02,1
tc0512_A08_S02,5
tc0147_A03_S02,3
tc0053_A04_S04,4
tc0220_A01_S04,1
tc0548_A03_S03,3
tc0188_A01_S05,2
tc0362_A04_S03,4
tc0190_A02_S02,2
tc0516_A03_S02,3
tc0469_A03_S02,5
tc0047_A02_S03,2
tc0025_A02_S03,1
tc0275_A01_S01,1
tc0438_A04_S01,4
tc0149_A01_S02,1
tc0360_A01_S02,1
tc0516_A01_S02,1
tc0362_A05_S02,5
tc0626_A03_S04,3
tc0055_A03_S01,4
tc0430_A02_S03,3
tc0168_A04_S04,4
tc0169_A06_S03,5
tc0679_A02_S04,2
tc0700_A05_S01,5
tc0074_A02_S02,2
tc0163_A02_S04,3
tc0189_A05_S02,5
tc0200_A01_S02,1
tc0151_A02_S02,2
tc0564_A03_S03,
tc0725_A04_S03,4
tc0302_A05_S03,5
tc0353_A05_S03,5
tc0185_A03_S03,4
tc0531_A05_S01,5
tc0682_A01_S01,1
tc0195_A01_S02,1
tc0173_A02_S03,2
tc0512_A04_S01,2
tc0034_A04_S04,4
tc0054_A03_S02,3
tc0473_A05_S03,5
tc0167_A03_S03,3
tc0078_A01_S02,1
tc0127_A01_S02,1
tc0723_A01_S01,1
tc0302_A01_S01,1
tc0652_A01_S01,1
tc0173_A01_S03,1
tc0091_A04_S02,4
tc0656_A04_S01,
tc0392_A02_S01,2
tc0058_A03_S03,3
tc0644_A03_S01,3
tc0187_A02_S01,2
tc0526_A04_S01,4
tc0699_A03_S01,4
tc0090_A05_S02,5
tc0326_A02_S01,2
tc0527_A01_S03,1
tc0323_A03_S02,3
tc0323_A02_S01,2
tc0164_A05_S02,5
tc0149_A03_S03,3
tc0487_A04_S01,4
tc0047_A04_S01,4
tc0663_A04_S01,3
tc0334_A01_S01,1
tc0302_A03_S02,3
tc0087_A03_S02,3
tc0127_A03_S03,4
tc0386_A03_S02,3
tc0630_A05_S04,5
tc0063_A03_S02,3
tc0141_A01_S01,1
tc0247_A03_S01,2
tc0673_A02_S02,2
tc0690_A01_S01,1
tc0198_A03_S03,4
tc0176_A03_S03,3
tc0694_A02_S02,2
tc0189_A04_S04,4
tc0126_A02_S03,2
tc0137_A01_S01,1
tc0436_A03_S01,3
tc0454_A02_S02,2
tc0133_A03_S02,3
tc0700_A05_S02,5
tc0665_A03_S02,3
tc0137_A04_S05,4
tc0351_A03_S03,3
tc0148_A04_S01,
tc0472_A03_S04,5
tc0169_A06_S01,4
tc0458_A03_S04,5
tc0499_A05_S01,5
tc0493_A02_S01,1
tc0422_A01_S03,1
tc0587_A03_S02,3
tc0147_A02_S03,2
tc0458_A02_S01,3
tc0079_A05_S01,5
tc0353_A02_S04,2
tc0658_A02_S01,1
tc0059_A05_S02,4
tc0573_A04_S03,4
tc0714_A02_S02,2
tc0126_A01_S01,1
tc0630_A04_S02,4
tc0191_A05_S04,5
tc0547_A03_S04,5
tc0173_A03_S04,3
tc0088_A03_S02,3
tc0360_A01_S01,1
tc0600_A01_S02,1
tc0653_A03_S04,3
tc0475_A01_S05,2
tc0591_A03_S01,3
tc0325_A03_S02,3
tc0222_A02_S02,2
tc0725_A02_S02,2
tc0196_A04_S03,5
tc0039_A03_S02,5
tc0649_A02_S01,2
tc0583_A01_S02,1
tc0679_A02_S01,1
tc0227_A01_S02,1
tc0330_A03_S03,4
tc0070_A02_S02,1
tc0152_A03_S03,
tc0202_A02_S02,2
tc0201_A02_S02,2
tc0708_A01_S02,1
tc0271_A02_S01,2
tc0174_A05_S03,5
tc0586_A05_S02,5
tc0641_A01_S02,2
tc0149_A01_S01,1
tc0185_A02_S02,2
tc0698_A02_S04,3
tc0055_A02_S01,2
tc0335_A02_S01,2
tc0071_A03_S01,3
tc0293_A03_S01,5
tc0059_A06_S01,5
tc0566_A01_S02,1
tc0173_A05_S03,5
tc0171_A04_S01,4
tc0528_A05_S02,5
tc0629_A05_S02,4
tc0594_A02_S03,2
tc0533_A01_S02,1
tc0326_A03_S04,4
tc0497_A04_S03,4
tc0630_A05_S01,5
tc0714_A05_S01,5
tc0172_A04_S02,4
tc0151_A04_S01,4
tc0711_A03_S04,5
tc0300_A02_S06,3
tc0659_A03_S01,4
tc0125_A01_S03,2
tc0525_A04_S01,3
tc0071_A04_S02,4
tc0176_A02_S03,2
tc0727_A01_S01,1
tc0322_A05_S03,5
tc0324_A05_S04,5
tc0509_A03_S03,3
tc0358_A02_S01,2
tc0678_A05_S02,5
tc0191_A02_S01,2
tc0126_A01_S02,1
tc0150_A01_S01,1
tc0030_A01_S01,1
tc0441_A05_S03,5
tc0230_A01_S05,2
tc0583_A04_S03,4
tc0666_A03_S03,3
tc0688_A02_S03,2
tc0147_A05_S03,5
tc0302_A01_S05,2
tc0727_A01_S02,1
tc0487_A02_S01,2
tc0220_A03_S04,3
tc0139_A03_S04,4
tc0580_A05_S01,5
tc0563_A03_S03,3
tc0630_A02_S04,3
tc0506_A01_S02,1
tc0713_A01_S02,1
tc0692_A05_S02,5
tc0493_A04_S03,4
tc0169_A03_S02,2
tc0086_A04_S03,4
tc0135_A03_S03,4
tc0626_A04_S02,4
tc0715_A02_S08,4
tc0594_A02_S01,2
tc0155_A03_S03,3
tc0232_A03_S04,4
tc0365_A02_S02,3
tc0410_A05_S01,5
tc0284_A03_S01,2
tc0245_A01_S01,1
tc0179_A05_S02,5
tc0217_A02_S01,2
tc0454_A03_S01,
tc0158_A05_S02,5
tc0218_A03_S02,3
tc0690_A03_S03,3
tc0239_A03_S02,5
tc0439_A03_S03,3
tc0047_A05_S03,5
tc0509_A05_S02,5
tc0530_A03_S01,3
tc0475_A02_S01,2
tc0441_A04_S01,
tc0322_A03_S02,3
tc0163_A02_S03,2
tc0143_A01_S01,1
tc0154_A04_S03,4
tc0001_A01_S03,1
tc0174_A02_S02,2
tc0653_A05_S02,5
tc0623_A02_S01,2
tc0359_A01_S02,1
tc0497_A04_S04,4
tc0627_A01_S02,1
tc0527_A03_S01,3
tc0487_A05_S03,5
tc0608_A04_S03,5
tc0162_A05_S01,5
tc0180_A02_S01,2
tc0397_A03_S02,4
tc0001_A05_S02,5
tc0487_A04_S03,4
tc0179_A01_S03,1
tc0716_A04_S01,4
tc0459_A04_S04,5
tc0058_A02_S01,2
tc0333_A01_S02,1
tc0182_A01_S01,1
tc0580_A03_S02,4
tc0520_A02_S01,2
tc0259_A01_S02,1
tc0498_A06_S01,4
tc0220_A02_S01,2
tc0161_A05_S02,5
tc0259_A01_S03,1
tc0467_A01_S05,2
tc0297_A03_S04,4
tc0176_A02_S02,2
tc0663_A04_S02,3
tc0090_A02_S01,2
tc0585_A02_S02,2
tc0173_A02_S02,2
tc0139_A01_S03,1
tc0195_A01_S01,1
tc0570_A05_S01,5
tc0475_A03_S02,5
tc0267_A04_S02,4
tc0090_A03_S02,3
tc0522_A02_S03,3
tc0588_A04_S01,4
tc0234_A03_S02,4
tc0070_A06_S03,5
tc0059_A06_S03,5
tc0386_A04_S03,4
tc0509_A02_S01,2
tc0521_A05_S03,5
tc0284_A04_S01,
tc0325_A04_S01,3
tc0135_A04_S01,4
tc0626_A05_S04,5
tc0179_A02_S01,1
tc0438_A03_S02,3
tc0390_A01_S03,2
tc0269_A03_S01,3
tc0657_A02_S01,2
tc0215_A01_S05,2
tc0438_A04_S02,4
tc0152_A05_S03,5
tc0696_A03_S01,3
tc0591_A04_S01,4
tc0271_A04_S05,4
tc0653_A04_S02,4
tc0698_A04_S05,5
tc0140_A02_S04,2
tc0629_A02_S04,2
tc0179_A04_S01,3
tc0358_A03_S03,4
tc0724_A01_S01,1
tc0646_A05_S02,5
tc0039_A03_S04,5
tc0296_A04_S02,4
tc0625_A01_S04,1
tc0487_A01_S05,2
tc0548_A05_S04,5
tc0679_A05_S01,5
tc0654_A03_S01,3
tc0191_A05_S02,5
tc0250_A02_S01,1
tc0381_A03_S02,3
tc0439_A02_S03,2
tc0564_A02_S03,3
tc0498_A02_S02,1
tc0473_A05_S02,5
tc0148_A02_S01,2
tc0551_A02_S03,2
tc0135_A05_S03,5
tc0343_A03_S02,3
tc0127_A05_S02,5
tc0178_A01_S01,1
tc0151_A03_S02,3
tc0271_A03_S04,3
tc0409_A04_S02,4
tc0436_A04_S03,4
tc0169_A06_S04,5
tc0653_A03_S02,3
tc0660_A02_S03,3
tc0250_A03_S02,3
tc0603_A04_S05,5
tc0292_A02_S01,2
tc0175_A01_S03,1
tc0389_A02_S01,2
tc0324_A01_S04,1
tc0440_A01_S03,1
tc0440_A01_S01,1
tc0330_A03_S02,3
tc0179_A03_S03,3
tc0218_A02_S04,2
tc0409_A04_S01,4
tc0137_A03_S04,3
tc0551_A04_S02,4
tc0566_A04_S01,4
tc0472_A02_S02,3
tc0530_A01_S02,1
tc0570_A01_S02,1
tc0627_A04_S01,4
tc0655_A04_S01,3
tc0157_A05_S01,4
tc0073_A04_S04,4
tc0334_A04_S02,
tc0716_A04_S03,4
tc0137_A04_S06,4
tc0576_A04_S02,4
tc0651_A03_S02,3
tc0722_A01_S01,1
tc0142_A04_S03,4
tc0430_A04_S01,4
tc0701_A03_S02,4
tc0161_A01_S03,1
tc0212_A03_S03,3
tc0698_A04_S02,4
tc0059_A02_S02,1
tc0250_A02_S04,2
tc0030_A02_S03,2
tc0582_A01_S03,2
tc0525_A01_S02,1
tc0708_A02_S03,3
tc0623_A03_S03,3
tc0061_A03_S02,4
tc0232_A04_S01,4
tc0661_A01_S01,1
tc0065_A01_S01,1
tc0654_A05_S04,5
tc0080_A01_S03,1
tc0072_A03_S02,3
tc0071_A04_S03,4
tc0533_A05_S01,5
tc0444_A05_S03,5
tc0120_A02_S01,2
tc0583_A02_S03,2
tc0292_A01_S03,1
tc0716_A01_S01,1
tc0191_A05_S03,5
tc0305_A02_S02,2
tc0058_A03_S01,3
tc0657_A05_S02,5
tc0495_A05_S02,5
tc0582_A05_S02,5
tc0709_A03_S02,3
tc0528_A05_S03,5
tc0409_A05_S01,5
tc0415_A03_S01,3
tc0562_A04_S02,4
tc0453_A02_S08,4
tc0189_A01_S03,1
tc0592_A02_S03,2
tc0453_A02_S05,3
tc0526_A01_S06,2
tc0453_A02_S03,3
tc0215_A01_S04,1
tc0664_A03_S01,3
tc0660_A01_S01,1
tc0608_A03_S03,3
tc0181_A04_S02,3
tc0061_A04_S02,5
tc0682_A01_S03,1
tc0487_A03_S01,3
tc0392_A05_S03,5
tc0593_A02_S04,4
tc0197_A05_S01,4
tc0465_A03_S01,4
tc0048_A02_S02,2
tc0063_A04_S02,4
tc0179_A03_S04,3
tc0139_A04_S04,5
tc0722_A03_S04,4
tc0141_A04_S02,4
tc0197_A01_S01,1
tc0078_A04_S01,4
tc0333_A03_S02,3
tc0146_A05_S01,5
tc0602_A04_S02,4
tc0215_A01_S02,1
tc0386_A03_S01,3
tc0496_A02_S05,4
tc0437_A01_S01,1
tc0007_A01_S05,2
tc0390_A01_S02,1
tc0532_A05_S02,5
tc0258_A02_S01,2
tc0185_A04_S01,4
tc0087_A03_S01,3
tc0421_A05_S02,5
tc0197_A01_S02,1
tc0120_A03_S04,4
tc0491_A01_S02,1
tc0187_A05_S01,5
tc0284_A02_S01,1
tc0722_A02_S01,2
tc0215_A01_S03,1
tc0663_A02_S02,1
tc0529_A03_S04,5
tc0294_A02_S02,2
tc0001_A03_S03,3
tc0430_A03_S01,4
tc0677_A02_S02,2
tc0461_A01_S02,1
tc0688_A03_S02,3
tc0386_A05_S02,5
tc0135_A05_S01,5
tc0053_A02_S02,2
tc0149_A01_S03,1
tc0159_A02_S01,2
tc0644_A01_S02,1
tc0608_A01_S01,1
tc0476_A02_S07,4
tc0353_A05_S04,5
tc0612_A02_S03,2
tc0623_A01_S01,1
tc0047_A02_S01,2
tc0704_A05_S03,5
tc0324_A02_S04,3
tc0176_A05_S03,5
tc0162_A04_S04,4
tc0422_A02_S02,2
tc0499_A02_S04,3
tc0600_A03_S04,5
tc0232_A03_S05,4
tc0136_A03_S02,3
tc0439_A02_S01,2
tc0662_A02_S02,2
tc0562_A01_S02,1
tc0214_A02_S01,1
tc0048_A05_S04,5
tc0528_A02_S05,3
tc0604_A03_S01,5
tc0077_A05_S04,5
tc0584_A05_S02,5
tc0528_A01_S01,1
tc0054_A03_S03,3
tc0510_A04_S02,5
tc0431_A02_S02,2
tc0661_A03_S04,
tc0516_A04_S01,
tc0610_A04_S01,3
tc0506_A01_S04,2
tc0512_A02_S03,2
tc0201_A02_S01,2
tc0199_A03_S03,
tc0703_A01_S02,1
tc0039_A01_S02,1
tc0362_A05_S01,5
tc0458_A02_S03,3
tc0159_A05_S02,5
tc0138_A04_S03,4
tc0454_A03_S05,5
tc0273_A01_S01,1
tc0175_A05_S01,5
tc0158_A02_S01,2
tc0567_A01_S01,1
tc0381_A03_S01,3
tc0476_A03_S03,5
tc0533_A03_S01,3
tc0267_A02_S01,2
tc0352_A05_S02,5
tc0564_A04_S02,4
tc0441_A04_S02,4
tc0673_A02_S03,2
tc0589_A04_S03,5
tc0718_A01_S01,1
tc0215_A03_S07,5
tc0529_A02_S04,3
tc0583_A02_S02,2
tc0198_A03_S01,3
tc0653_A01_S01,1
tc0601_A05_S01,5
tc0421_A03_S01,3
tc0711_A01_S03,2
tc0643_A02_S02,2
tc0324_A01_S02,1
tc0149_A04_S01,
tc0722_A04_S01,4
tc0054_A04_S02,4
tc0727_A03_S03,3
tc0137_A02_S04,2
tc0294_A03_S04,4
tc0145_A03_S02,3
tc0140_A04_S01,4
tc0078_A05_S01,5
tc0037_A02_S01,2
tc0361_A01_S02,1
tc0155_A01_S02,1
tc0550_A05_S02,5
tc0628_A05_S01,5
tc0610_A02_S01,1
tc0588_A01_S03,1
tc0444_A04_S02,4
tc0704_A05_S02,5
tc0130_A04_S02,4
tc0133_A03_S03,3
tc0266_A05_S02,5
tc0190_A04_S04,4
tc0656_A04_S02,4
tc0688_A04_S01,3
tc0001_A03_S02,3
tc0051_A04_S05,5
tc0476_A01_S05,2
tc0070_A05_S02,4
tc0664_A05_S02,5
tc0025_A02_S04,2
tc0053_A02_S05,3
tc0361_A04_S01,4
tc0136_A01_S01,1
tc0488_A03_S06,3
tc0326_A02_S04,2
tc0494_A03_S01,3
tc0352_A04_S03,4
tc0708_A01_S01,1
tc0245_A06_S01,5
tc0072_A02_S03,2
tc0655_A05_S02,4
tc0153_A02_S03,3
tc0132_A04_S03,4
tc0175_A04_S05,4
tc0390_A04_S01,4
tc0203_A01_S03,1
tc0526_A01_S01,1
tc0058_A01_S01,1
tc0268_A01_S03,1
tc0130_A03_S01,3
tc0172_A05_S01,5
tc0726_A04_S02,5
tc0130_A03_S02,3
tc0429_A05_S01,5
tc0025_A04_S02,4
tc0333_A03_S03,4
tc0709_A01_S02,1
tc0069_A04_S02,4
tc0203_A02_S02,2
tc0139_A03_S01,3
tc0487_A03_S03,4
tc0051_A04_S03,4
tc0148_A02_S03,2
tc0476_A03_S05,5
tc0530_A05_S01,5
tc0195_A04_S03,4
tc0146_A02_S03,2
tc0179_A05_S03,5
tc0696_A01_S02,1
tc0133_A04_S02,4
tc0333_A03_S01,3
tc0299_A03_S03,5
tc0698_A03_S01,3
tc0146_A03_S03,3
tc0195_A02_S02,2
tc0473_A05_S01,5
tc0724_A03_S01,3
tc0651_A01_S02,1
tc0501_A03_S04,5
tc0712_A02_S01,2
tc0323_A04_S02,4
tc0458_A01_S02,1
tc0139_A02_S02,2
tc0284_A05_S04,5
tc0139_A02_S03,2
tc0054_A05_S01,4
tc0265_A04_S01,
tc0160_A06_S03,5
tc0181_A06_S01,5
tc0296_A04_S01,4
tc0716_A05_S02,5
tc0410_A01_S01,1
tc0302_A02_S02,2
tc0077_A04_S03,4
tc0186_A03_S01,3
tc0136_A05_S04,5
tc0215_A03_S06,5
tc0500_A02_S06,4
tc0551_A04_S04,4
tc0187_A04_S04,4
tc0607_A04_S02,4
tc0393_A01_S03,1
tc0137_A03_S03,3
tc0692_A04_S02,4
tc0450_A02_S03,3
tc0440_A05_S01,5
tc0551_A02_S02,2
tc0273_A02_S01,1
tc0147_A04_S04,4
tc0187_A03_S02,3
tc0573_A03_S02,3
tc0181_A05_S03,4
tc0126_A02_S02,2
tc0626_A04_S01,4
tc0156_A04_S04,4
tc0488_A04_S03,4
tc0677_A05_S01,4
tc0247_A04_S03,4
tc0245_A01_S02,2
tc0450_A01_S06,2
tc0073_A04_S05,5
tc0658_A05_S01,5
tc0177_A03_S05,3
tc0055_A03_S02,5
tc0657_A04_S01,4
tc0328_A01_S03,1
tc0562_A04_S01,4
tc0602_A02_S03,2
tc0212_A03_S02,3
tc0140_A02_S01,1
tc0220_A03_S05,3
tc0607_A02_S03,2
tc0724_A04_S02,5
tc0387_A02_S01,2
tc0391_A01_S04,2
tc0230_A04_S01,4
tc0450_A01_S05,2
tc0562_A02_S02,2
tc0279_A02_S03,2
tc0082_A01_S03,2
tc0158_A04_S04,4
tc0152_A03_S01,3
tc0177_A04_S02,4
tc0646_A03_S02,3
tc0569_A03_S02,3
tc0127_A02_S03,3
tc0185_A04_S02,4
tc0214_A03_S01,2
tc0548_A02_S03,2
tc0629_A03_S01,2
tc0678_A01_S04,1
tc0459_A02_S01,1
tc0126_A04_S01,4
tc0058_A02_S03,2
tc0287_A01_S02,1
tc0359_A03_S03,3
tc0230_A03_S02,3
tc0039_A03_S01,4
tc0162_A03_S02,3
tc0700_A02_S04,3
tc0151_A02_S03,3
tc0630_A01_S01,1
tc0418_A04_S01,4
tc0135_A01_S01,1
tc0188_A01_S04,1
tc0285_A01_S04,2
tc0454_A02_S04,3
tc0440_A01_S04,2
tc0458_A03_S02,5
tc0587_A01_S01,1
tc0548_A01_S04,1
tc0191_A04_S01,4
tc0196_A04_S01,4
tc0714_A02_S04,2
tc0441_A05_S04,5
tc0168_A04_S01,3
tc0588_A03_S03,3
tc0199_A04_S03,5
tc0431_A05_S01,5
tc0136_A05_S03,5
tc0692_A01_S02,1
tc0461_A02_S05,4
tc0333_A05_S01,5
tc0350_A03_S02,3
tc0164_A01_S01,1
tc0394_A04_S02,4
tc0415_A03_S02,3
tc0649_A04_S03,4
tc0486_A04_S01,4
tc0652_A02_S03,2
tc0155_A02_S04,2
tc0048_A04_S01,4
tc0711_A03_S03,5
tc0350_A04_S01,4
tc0144_A03_S02,3
tc0393_A03_S02,3
tc0171_A05_S01,5
tc0180_A01_S04,1
tc0088_A04_S01,4
tc0189_A03_S01,3
tc0484_A07_S01,5
tc0135_A03_S02,3
tc0584_A05_S01,5
tc0072_A04_S04,4
tc0132_A05_S01,5
tc0707_A02_S01,2
tc0007_A01_S03,1
tc0620_A02_S01,1
tc0088_A01_S01,1
tc0034_A04_S02,4
tc0520_A05_S03,5
tc0722_A03_S03,3
tc0416_A03_S01,3
tc0297_A02_S01,2
tc0596_A01_S01,1
tc0706_A04_S03,5
tc0134_A03_S01,3
tc0185_A01_S02,1
tc0198_A01_S02,1
tc0167_A02_S03,2
tc0149_A05_S03,5
tc0136_A02_S02,2
tc0343_A05_S03,5
tc0722_A05_S02,5
tc0590_A03_S03,3
tc0602_A02_S02,2
tc0007_A02_S01,2
tc0643_A01_S04,2
tc0359_A05_S02,5
tc0691_A04_S02,4
tc0699_A03_S03,5
tc0594_A04_S01,4
tc0299_A02_S01,2
tc0292_A03_S03,5
tc0588_A03_S02,3
tc0265_A05_S01,5
tc0465_A02_S02,3
tc0297_A02_S03,2
tc0212_A04_S03,4
tc0048_A01_S02,1
tc0650_A01_S01,1
tc0053_A02_S04,2
tc0131_A02_S02,1
tc0630_A01_S02,1
tc0658_A03_S02,3
tc0186_A05_S01,5
tc0715_A01_S01,1
tc0365_A01_S04,2
tc0726_A04_S01,4
tc0658_A02_S02,1
tc0648_A05_S04,5
tc0385_A05_S01,5
tc0335_A02_S02,2
tc0271_A05_S01,5
tc0700_A04_S02,4
tc0407_A04_S02,4
tc0620_A02_S05,2
tc0326_A01_S01,1
tc0188_A02_S03,2
tc0172_A03_S04,4
tc0703_A01_S01,1
tc0550_A04_S04,4
tc0035_A01_S02,1
tc0328_A03_S04,3
tc0140_A02_S05,2
tc0360_A03_S01,3
tc0664_A03_S04,3
tc0352_A01_S01,1
tc0171_A02_S01,2
tc0161_A04_S02,4
tc0230_A02_S03,2
tc0651_A01_S01,1
tc0622_A04_S03,4
tc0566_A01_S03,1
tc0576_A03_S01,3
tc0186_A05_S02,5
tc0166_A03_S02,3
tc0247_A05_S01,5
tc0688_A01_S01,1
tc0126_A01_S03,1
tc0437_A02_S01,2
tc0591_A02_S04,3
tc0592_A01_S01,1
tc0136_A02_S01,2
tc0648_A01_S02,1
tc0407_A04_S04,4
tc0053_A03_S03,3
tc0326_A05_S03,5
tc0035_A02_S01,1
tc0293_A03_S03,5
tc0136_A02_S03,2
tc0232_A02_S04,2
tc0680_A04_S02,4
tc0593_A02_S03,4
tc0531_A01_S03,1
tc0140_A03_S01,3
tc0076_A01_S01,1
tc0392_A03_S02,3
tc0158_A04_S02,4
tc0467_A03_S05,5
tc0169_A02_S06,2
tc0610_A03_S03,2
tc0351_A05_S04,5
tc0458_A01_S04,1
tc0688_A01_S03,1
tc0585_A02_S04,3
tc0504_A03_S02,3
tc0156_A02_S05,3
tc0145_A01_S01,1
tc0290_A03_S03,4
tc0569_A05_S01,4
tc0623_A05_S01,5
tc0273_A01_S04,1
tc0677_A02_S03,2
tc0472_A03_S05,5
tc0499_A03_S02,3
tc0131_A03_S01,2
tc0712_A01_S02,1
tc0707_A05_S01,5
tc0429_A02_S02,3
tc0275_A04_S03,4
tc0431_A04_S03,5
tc0399_A02_S01,2
tc0279_A02_S02,2
tc0146_A02_S02,2
tc0138_A05_S04,5
tc0714_A01_S02,1
tc0656_A01_S02,1
tc0665_A04_S01,3
tc0200_A05_S01,5
tc0510_A03_S03,4
tc0335_A01_S04,1
tc0440_A02_S02,2
tc0643_A04_S01,4
tc0186_A04_S01,4
tc0500_A02_S02,2
tc0087_A04_S02,4
tc0458_A03_S05,5
tc0035_A03_S03,3
tc0716_A03_S01,3
tc0083_A05_S03,5
tc0163_A05_S01,5
tc0528_A03_S04,3
tc0581_A01_S01,1
tc0125_A02_S02,3
tc0459_A02_S03,2
tc0620_A02_S04,2
tc0510_A02_S03,1
tc0145_A05_S02,5
tc0444_A04_S01,4
tc0148_A02_S02,2
tc0504_A03_S05,3
tc0181_A01_S01,1
tc0077_A01_S03,1
tc0138_A02_S03,2
tc0145_A05_S04,5
tc0053_A05_S02,5
tc0234_A02_S02,3
tc0649_A02_S04,2
tc0532_A02_S03,2
tc0659_A02_S03,3
