filenames,binids
tc0641_A03_S01,5
tc0146_A01_S04,1
tc0660_A03_S03,4
tc0352_A04_S02,4
tc0661_A05_S02,5
tc0658_A03_S03,3
tc0486_A03_S01,2
tc0333_A01_S01,1
tc0258_A01_S03,1
tc0217_A03_S04,4
tc0157_A01_S01,1
tc0187_A03_S03,3
tc0476_A03_S01,4
tc0234_A03_S03,5
tc0285_A01_S01,1
tc0584_A01_S01,1
tc0271_A01_S01,1
tc0353_A02_S03,2
tc0493_A05_S02,5
tc0677_A04_S02,4
tc0629_A04_S01,3
tc0389_A03_S01,3
tc0279_A05_S02,5
tc0531_A02_S03,2
tc0055_A02_S05,4
tc0141_A04_S01,3
tc0694_A02_S01,2
tc0610_A03_S01,2
tc0230_A01_S04,1
tc0550_A01_S03,1
tc0711_A02_S01,2
tc0160_A03_S01,2
tc0500_A02_S03,3
tc0166_A01_S03,2
tc0178_A05_S01,5
tc0407_A01_S01,1
tc0439_A03_S01,3
tc0090_A02_S02,2
tc0573_A05_S02,5
tc0350_A05_S02,5
tc0335_A01_S01,1
tc0071_A04_S01,3
tc0139_A04_S01,4
tc0296_A02_S02,2
tc0202_A01_S02,1
tc0712_A03_S02,3
tc0527_A03_S03,3
tc0610_A06_S02,5
tc0627_A05_S01,5
tc0699_A03_S02,5
tc0188_A03_S04,4
tc0125_A03_S01,4
tc0153_A02_S01,2
tc0063_A04_S01,4
tc0407_A01_S03,1
tc0469_A02_S02,3
tc0073_A01_S02,1
tc0074_A03_S04,4
tc0700_A02_S03,2
tc0142_A05_S02,5
tc0333_A04_S01,4
tc0203_A03_S02,3
tc0353_A03_S03,3
tc0131_A06_S01,4
tc0164_A05_S03,5
tc0265_A02_S01,1
tc0217_A01_S03,1
tc0718_A04_S02,4
tc0678_A04_S03,5
tc0302_A04_S01,4
tc0415_A04_S01,4
tc0200_A05_S02,5
tc0199_A03_S04,4
tc0051_A03_S02,3
tc0458_A02_S06,4
tc0402_A02_S01,2
tc0335_A04_S02,4
tc0658_A04_S03,4
tc0268_A02_S02,2
tc0612_A03_S02,3
tc0680_A05_S02,5
tc0570_A05_S02,5
tc0513_A02_S01,1
tc0179_A02_S02,2
tc0296_A05_S01,5
tc0130_A04_S01,3
tc0172_A02_S03,2
tc0125_A03_S05,5
tc0530_A03_S03,4
tc0714_A04_S02,4
tc0137_A03_S02,3
tc0504_A02_S04,2
tc0550_A03_S02,3
tc0562_A03_S04,
tc0140_A05_S01,5
tc0410_A03_S01,3
tc0646_A03_S01,2
tc0140_A01_S01,1
tc0322_A02_S04,3
tc0530_A02_S03,3
tc0168_A03_S02,3
tc0475_A02_S06,4
tc0180_A04_S04,4
tc0142_A01_S01,1
tc0696_A02_S02,2
tc0333_A05_S03,5
tc0416_A03_S02,3
tc0565_A02_S02,2
tc0295_A01_S05,2
tc0150_A02_S02,2
tc0353_A01_S02,1
tc0331_A02_S02,2
tc0145_A04_S03,4
tc0039_A01_S05,2
tc0620_A02_S03,2
tc0625_A05_S02,5
tc0063_A05_S01,5
tc0166_A04_S02,4
tc0166_A05_S02,5
tc0573_A04_S01,4
tc0649_A03_S02,3
tc0487_A01_S04,1
tc0051_A03_S01,3
tc0259_A02_S03,2
tc0626_A01_S02,1
tc0532_A03_S04,4
tc0079_A01_S03,1
tc0197_A05_S02,5
tc0453_A03_S03,5
tc0459_A02_S04,2
tc0493_A04_S02,
tc0136_A04_S03,4
tc0506_A02_S01,3
tc0602_A02_S01,1
tc0528_A02_S04,2
tc0475_A01_S04,2
tc0156_A03_S04,3
tc0220_A03_S01,3
tc0581_A04_S01,3
tc0469_A02_S08,4
tc0409_A03_S04,4
tc0125_A03_S03,4
tc0714_A03_S03,3
tc0088_A01_S02,1
tc0359_A01_S03,1
tc0444_A01_S04,2
tc0174_A04_S04,4
tc0300_A02_S03,2
tc0332_A01_S02,1
tc0547_A01_S02,2
tc0177_A05_S03,5
tc0677_A01_S04,2
tc0381_A02_S02,2
tc0630_A01_S03,1
tc0504_A02_S02,1
tc0082_A02_S01,3
tc0504_A04_S02,4
tc0178_A01_S03,1
tc0628_A04_S01,4
tc0467_A01_S03,1
tc0715_A02_S06,3
tc0409_A01_S02,1
tc0690_A02_S01,2
tc0547_A03_S03,5
tc0127_A05_S01,5
tc0696_A01_S01,1
tc0087_A02_S01,2
tc0592_A05_S02,5
tc0167_A01_S02,1
tc0061_A01_S04,2
tc0179_A05_S04,5
tc0174_A02_S03,2
tc0069_A03_S02,3
tc0034_A05_S01,4
tc0083_A01_S02,1
tc0725_A05_S02,5
tc0576_A01_S03,1
tc0073_A04_S02,4
tc0279_A01_S01,1
tc0629_A01_S01,1
tc0714_A02_S01,2
tc0680_A01_S02,1
tc0525_A04_S03,4
tc0331_A04_S04,4
tc0585_A04_S03,4
tc0148_A05_S01,5
tc0169_A05_S04,4
tc0694_A02_S03,2
tc0654_A04_S02,4
tc0459_A04_S06,5
tc0174_A05_S04,5
tc0362_A04_S01,4
tc0218_A03_S06,4
tc0707_A04_S02,5
tc0331_A05_S01,4
tc0706_A01_S01,1
tc0275_A01_S04,1
tc0171_A01_S02,1
tc0710_A03_S01,4
tc0203_A01_S01,1
tc0726_A05_S01,5
tc0532_A01_S03,1
tc0151_A03_S01,3
tc0397_A01_S01,1
tc0521_A03_S03,3
tc0628_A01_S01,1
tc0386_A03_S03,4
tc0591_A05_S02,5
tc0563_A04_S02,4
tc0334_A05_S02,5
tc0191_A01_S03,1
tc0520_A01_S02,1
tc0116_A01_S01,1
tc0153_A01_S03,1
tc0239_A01_S04,3
tc0233_A05_S04,5
tc0429_A01_S02,1
tc0152_A05_S02,5
tc0698_A04_S04,4
tc0660_A04_S03,4
tc0532_A01_S04,1
tc0169_A04_S02,3
tc0472_A02_S03,3
tc0550_A04_S01,4
tc0292_A02_S03,3
tc0719_A05_S01,5
tc0581_A02_S01,1
tc0622_A03_S02,3
tc0051_A01_S02,1
tc0266_A05_S01,5
tc0510_A02_S01,1
tc0239_A03_S03,5
tc0091_A04_S01,4
tc0580_A04_S02,4
tc0132_A02_S04,2
tc0440_A05_S02,5
tc0070_A05_S01,4
tc0279_A03_S03,3
tc0232_A02_S01,1
tc0545_A03_S03,4
tc0325_A05_S03,5
tc0628_A01_S03,1
tc0718_A03_S03,3
tc0086_A01_S02,1
tc0054_A01_S03,1
tc0230_A03_S04,4
tc0658_A04_S02,4
tc0201_A04_S01,5
tc0149_A04_S02,4
tc0440_A03_S03,
tc0643_A01_S02,1
tc0528_A04_S02,4
tc0573_A05_S01,5
tc0663_A03_S02,2
tc0497_A01_S01,1
tc0059_A03_S01,1
tc0493_A01_S01,1
tc0161_A03_S04,3
tc0532_A01_S02,1
tc0465_A02_S04,4
tc0381_A05_S02,5
tc0388_A01_S03,1
tc0472_A03_S03,5
tc0222_A03_S05,4
tc0154_A04_S02,4
tc0143_A03_S01,3
tc0626_A03_S03,3
tc0715_A02_S02,2
tc0030_A01_S02,1
tc0151_A04_S02,4
tc0151_A02_S01,2
tc0582_A02_S02,2
tc0583_A02_S01,2
tc0673_A03_S01,3
tc0143_A05_S04,5
tc0394_A02_S04,3
tc0656_A05_S03,5
tc0136_A01_S02,1
tc0135_A02_S03,2
tc0562_A05_S03,5
tc0465_A03_S04,5
tc0198_A02_S02,2
tc0548_A03_S01,3
tc0089_A02_S03,3
tc0605_A02_S02,2
tc0702_A01_S01,1
tc0666_A01_S01,1
tc0467_A02_S08,4
tc0199_A03_S01,3
tc0134_A03_S03,
tc0545_A04_S02,4
tc0070_A01_S01,1
tc0063_A02_S03,2
tc0588_A05_S02,5
tc0569_A06_S01,5
tc0531_A04_S01,4
tc0673_A04_S02,4
tc0528_A02_S02,2
tc0352_A05_S04,5
tc0154_A02_S03,2
tc0620_A01_S01,1
tc0662_A05_S04,5
tc0416_A05_S02,5
tc0541_A03_S01,4
tc0294_A01_S02,1
tc0176_A03_S01,3
tc0259_A02_S02,2
tc0409_A03_S03,4
tc0271_A02_S02,2
tc0722_A04_S02,4
tc0622_A01_S01,1
tc0441_A04_S03,4
tc0387_A02_S04,2
tc0326_A03_S01,3
tc0187_A01_S01,1
tc0176_A01_S03,1
tc0188_A03_S03,3
tc0475_A02_S04,3
tc0525_A01_S01,1
tc0174_A03_S02,3
tc0545_A04_S03,5
tc0650_A05_S03,5
tc0582_A03_S01,3
tc0212_A05_S04,5
tc0072_A05_S05,5
tc0163_A04_S01,4
tc0708_A03_S01,3
tc0161_A03_S01,2
tc0268_A03_S02,3
tc0300_A02_S01,1
tc0130_A05_S01,5
tc0284_A02_S03,2
tc0351_A04_S02,4
tc0197_A03_S02,
tc0302_A01_S03,1
tc0601_A04_S02,4
tc0279_A04_S03,4
tc0385_A03_S01,3
tc0182_A01_S03,1
tc0592_A03_S03,3
tc0182_A02_S02,2
tc0162_A03_S01,2
tc0273_A02_S02,2
tc0644_A04_S02,4
tc0494_A01_S03,1
tc0588_A04_S03,4
tc0134_A02_S03,2
tc0661_A01_S04,2
tc0170_A03_S02,3
tc0141_A02_S03,2
tc0719_A02_S01,2
tc0716_A01_S03,1
tc0436_A03_S03,3
tc0089_A02_S02,2
tc0323_A05_S02,5
tc0071_A05_S02,5
tc0054_A03_S01,2
tc0698_A02_S01,2
tc0551_A03_S01,2
tc0600_A02_S04,4
tc0487_A04_S02,4
tc0712_A05_S02,5
tc0564_A01_S03,1
tc0358_A04_S01,4
tc0078_A02_S03,3
tc0386_A01_S05,2
tc0580_A01_S01,1
tc0649_A02_S03,2
tc0454_A03_S07,5
tc0708_A03_S03,4
tc0690_A02_S02,2
tc0495_A01_S02,1
tc0350_A03_S03,
tc0327_A02_S03,2
tc0155_A02_S03,2
tc0287_A02_S02,3
tc0353_A05_S02,5
tc0660_A03_S02,3
tc0090_A01_S02,1
tc0182_A02_S04,2
tc0497_A02_S01,2
tc0641_A02_S01,3
tc0116_A03_S01,3
tc0620_A03_S04,4
tc0168_A01_S02,1
tc0190_A01_S01,1
tc0084_A02_S02,2
tc0576_A02_S01,2
tc0488_A05_S02,5
tc0660_A01_S06,2
tc0234_A01_S02,1
tc0150_A04_S04,4
tc0087_A05_S03,5
tc0359_A05_S04,5
tc0158_A02_S02,2
tc0149_A02_S03,2
tc0190_A01_S03,1
tc0053_A05_S03,5
tc0080_A03_S01,3
tc0331_A02_S01,1
tc0168_A05_S01,4
tc0531_A04_S02,4
tc0295_A03_S02,4
tc0078_A05_S03,5
tc0157_A04_S02,4
tc0037_A05_S01,5
tc0387_A01_S01,1
tc0147_A02_S01,2
tc0407_A02_S02,2
tc0179_A02_S03,2
tc0630_A04_S01,4
tc0431_A03_S02,3
tc0410_A03_S02,3
tc0725_A01_S02,1
tc0461_A01_S01,1
tc0692_A02_S02,2
tc0148_A01_S01,1
tc0140_A04_S03,5
tc0070_A01_S02,1
tc0422_A04_S02,4
tc0410_A05_S02,5
tc0069_A04_S03,4
tc0391_A05_S02,5
tc0491_A05_S03,5
tc0188_A01_S03,1
tc0001_A05_S01,5
tc0513_A02_S04,2
tc0292_A03_S02,4
tc0402_A02_S03,2
tc0592_A03_S02,3
tc0386_A05_S03,5
tc0331_A03_S03,3
tc0711_A01_S02,1
tc0120_A03_S03,3
tc0548_A05_S03,5
tc0070_A04_S03,3
tc0657_A04_S02,4
tc0091_A02_S02,2
tc0332_A02_S01,2
tc0233_A01_S02,1
tc0273_A03_S01,3
tc0134_A01_S01,1
tc0152_A01_S04,2
tc0655_A01_S02,1
tc0387_A02_S02,2
tc0587_A02_S02,2
tc0203_A05_S04,5
tc0332_A05_S02,5
tc0155_A04_S03,4
tc0643_A02_S01,2
tc0133_A01_S02,1
tc0144_A05_S02,5
tc0608_A03_S04,4
tc0390_A02_S01,2
tc0296_A04_S05,5
tc0620_A01_S02,1
tc0266_A01_S01,1
tc0522_A05_S01,5
tc0220_A04_S02,4
tc0387_A03_S02,3
tc0622_A02_S04,2
tc0265_A02_S02,2
tc0584_A01_S02,1
tc0335_A02_S04,3
tc0144_A01_S02,1
tc0326_A05_S02,5
tc0328_A04_S01,4
tc0065_A02_S04,4
tc0157_A03_S03,3
tc0496_A03_S03,5
tc0444_A01_S02,1
tc0664_A01_S01,1
tc0415_A01_S01,1
tc0130_A01_S03,1
tc0444_A05_S02,5
tc0704_A01_S02,1
tc0047_A05_S04,5
tc0709_A04_S02,4
tc0608_A05_S01,5
tc0713_A05_S01,5
tc0722_A01_S02,1
tc0402_A05_S04,5
tc0512_A10_S01,5
tc0077_A02_S02,2
tc0065_A02_S03,4
tc0713_A03_S03,3
tc0138_A05_S03,5
tc0073_A05_S01,5
tc0719_A01_S01,1
tc0550_A01_S01,1
tc0162_A02_S02,2
tc0440_A04_S02,4
tc0407_A03_S01,3
tc0162_A05_S02,5
tc0680_A03_S03,3
tc0497_A03_S03,3
tc0700_A01_S02,1
tc0132_A03_S03,3
tc0186_A04_S02,4
tc0562_A01_S01,1
tc0177_A02_S03,2
tc0495_A04_S02,3
tc0648_A04_S01,3
tc0160_A06_S01,4
tc0325_A01_S03,1
tc0144_A03_S01,2
tc0079_A04_S03,5
tc0136_A04_S01,3
tc0133_A04_S03,4
tc0332_A05_S01,5
tc0494_A03_S03,3
tc0512_A04_S02,3
tc0138_A02_S02,2
tc0329_A02_S02,2
tc0722_A03_S01,3
tc0297_A04_S02,4
tc0608_A01_S03,1
tc0069_A05_S04,5
tc0331_A04_S02,4
tc0541_A01_S02,1
tc0074_A04_S01,4
tc0513_A03_S02,2
tc0545_A03_S01,3
tc0186_A03_S02,3
tc0651_A04_S02,4
tc0415_A02_S01,2
tc0169_A03_S01,2
tc0548_A05_S01,5
tc0259_A04_S01,4
tc0328_A04_S03,4
tc0175_A05_S02,5
tc0561_A02_S03,2
tc0126_A02_S01,2
tc0188_A03_S02,3
tc0453_A01_S02,1
tc0576_A01_S04,1
tc0551_A05_S04,5
tc0202_A03_S03,3
tc0486_A02_S03,2
tc0484_A07_S02,5
tc0592_A05_S01,5
tc0487_A02_S04,3
tc0610_A01_S01,1
tc0600_A02_S01,3
tc0390_A03_S01,3
tc0497_A01_S02,1
tc0677_A05_S04,5
tc0570_A04_S02,4
tc0295_A01_S03,1
tc0275_A04_S01,4
tc0157_A03_S01,3
tc0275_A02_S07,3
tc0650_A04_S03,4
tc0181_A04_S03,3
tc0627_A01_S01,1
tc0564_A04_S01,4
tc0159_A01_S01,1
tc0596_A02_S02,3
tc0027_A03_S02,4
tc0091_A02_S01,2
tc0135_A01_S02,1
tc0247_A05_S04,5
tc0582_A01_S02,1
tc0622_A04_S02,4
tc0184_A04_S01,3
tc0469_A02_S07,4
tc0154_A05_S04,5
tc0150_A03_S02,3
tc0666_A03_S02,3
tc0702_A02_S02,2
tc0297_A04_S01,4
tc0305_A05_S02,5
tc0399_A04_S01,3
tc0649_A03_S01,3
tc0416_A01_S03,1
tc0562_A02_S03,2
tc0148_A03_S01,3
tc0077_A01_S02,1
tc0048_A02_S01,1
tc0360_A01_S03,2
tc0290_A02_S01,1
tc0510_A02_S06,3
tc0605_A01_S01,1
tc0399_A05_S04,5
tc0548_A04_S01,4
tc0494_A02_S02,2
tc0590_A04_S01,
tc0072_A01_S01,1
tc0070_A03_S04,3
tc0189_A05_S04,5
tc0612_A01_S03,1
tc0521_A04_S01,4
tc0497_A03_S01,3
tc0166_A05_S01,5
tc0047_A02_S02,2
tc0140_A05_S02,5
tc0657_A02_S03,2
tc0467_A01_S01,1
tc0626_A05_S03,5
tc0025_A03_S01,2
tc0134_A02_S01,2
tc0532_A01_S01,1
tc0233_A04_S04,4
tc0459_A02_S06,2
tc0622_A03_S06,4
tc0196_A01_S03,1
tc0150_A02_S03,2
tc0625_A03_S01,3
tc0603_A02_S03,1
tc0493_A03_S03,3
tc0504_A02_S03,1
tc0073_A03_S02,3
tc0641_A01_S01,1
tc0202_A04_S01,4
tc0350_A05_S03,5
tc0565_A02_S03,3
tc0151_A05_S02,5
tc0662_A04_S01,3
tc0655_A01_S01,1
tc0724_A05_S01,5
tc0259_A01_S05,2
tc0222_A02_S03,3
tc0158_A01_S03,1
tc0392_A03_S03,3
tc0149_A03_S02,3
tc0627_A05_S03,5
tc0285_A01_S02,1
tc0048_A03_S02,3
tc0218_A04_S03,5
tc0585_A03_S01,3
tc0551_A03_S04,3
tc0698_A01_S04,1
tc0563_A04_S01,
tc0214_A03_S03,3
tc0654_A05_S03,5
tc0513_A03_S01,2
tc0334_A04_S03,4
tc0605_A03_S04,4
tc0706_A05_S01,5
tc0167_A04_S01,3
tc0156_A05_S04,5
tc0058_A05_S01,5
tc0410_A04_S01,4
tc0612_A03_S03,3
tc0484_A04_S02,3
tc0429_A04_S01,4
tc0402_A02_S02,2
tc0587_A01_S02,1
tc0293_A02_S01,3
tc0163_A02_S02,2
tc0153_A03_S02,3
tc0504_A02_S06,2
tc0628_A03_S03,
tc0267_A02_S02,2
tc0450_A02_S07,4
tc0258_A03_S01,3
tc0651_A04_S03,4
tc0387_A05_S03,5
tc0719_A02_S02,3
tc0353_A03_S04,3
tc0334_A04_S04,4
tc0486_A03_S04,4
tc0293_A02_S02,4
tc0716_A02_S02,2
tc0155_A02_S01,2
tc0522_A05_S03,5
tc0196_A05_S01,5
tc0388_A02_S02,2
tc0484_A02_S03,2
tc0714_A04_S03,4
tc0146_A04_S02,4
tc0132_A02_S02,2
tc0646_A04_S02,4
tc0234_A01_S04,2
tc0199_A02_S02,2
tc0047_A04_S02,4
tc0643_A03_S01,3
tc0453_A01_S04,1
tc0285_A03_S04,4
tc0678_A04_S02,4
tc0620_A05_S03,5
tc0142_A05_S01,5
tc0222_A04_S01,5
tc0576_A02_S03,2
tc0327_A03_S03,3
tc0203_A03_S01,3
tc0150_A02_S01,1
tc0305_A03_S01,3
tc0116_A03_S02,3
tc0626_A03_S01,3
tc0161_A02_S01,1
tc0203_A02_S03,2
tc0418_A02_S01,2
tc0273_A01_S03,1
tc0603_A02_S05,2
tc0450_A03_S02,4
tc0653_A03_S03,3
tc0030_A03_S01,3
tc0326_A04_S02,4
tc0294_A03_S02,3
tc0677_A01_S01,1
tc0153_A03_S01,3
tc0625_A02_S02,2
tc0065_A03_S01,5
tc0725_A02_S01,2
tc0142_A02_S04,2
tc0394_A01_S01,1
tc0186_A02_S04,3
tc0578_A04_S01,4
tc0138_A04_S01,
tc0300_A02_S05,3
tc0164_A03_S03,4
tc0051_A01_S04,1
tc0273_A04_S05,5
tc0410_A02_S02,2
tc0678_A01_S02,1
tc0153_A05_S02,5
tc0662_A03_S02,2
tc0441_A03_S04,3
tc0362_A02_S01,2
tc0184_A04_S03,4
tc0472_A01_S04,1
tc0709_A02_S01,2
tc0465_A01_S02,1
tc0531_A03_S03,3
tc0421_A04_S01,4
tc0585_A03_S02,3
tc0581_A03_S02,2
tc0495_A02_S02,2
tc0704_A02_S03,2
tc0437_A05_S01,5
tc0168_A04_S03,4
tc0540_A05_S02,5
tc0182_A01_S02,1
tc0682_A02_S01,2
tc0179_A03_S01,2
tc0576_A05_S03,5
tc0562_A03_S02,3
tc0359_A04_S01,
tc0580_A04_S01,4
tc0053_A01_S01,1
tc0586_A03_S02,3
tc0222_A03_S01,3
tc0146_A05_S04,5
tc0279_A04_S04,5
tc0646_A03_S03,3
tc0673_A05_S03,5
tc0496_A01_S02,1
tc0323_A02_S02,2
tc0343_A03_S03,3
tc0290_A02_S06,3
tc0628_A04_S04,5
tc0326_A01_S03,1
tc0586_A03_S03,3
tc0137_A05_S03,5
tc0329_A05_S01,5
tc0520_A05_S01,5
tc0176_A03_S02,3
tc0159_A02_S04,2
tc0410_A02_S01,2
tc0422_A01_S02,1
tc0506_A03_S01,4
tc0585_A04_S02,4
tc0182_A02_S03,2
tc0725_A05_S03,5
tc0156_A04_S01,4
tc0279_A03_S01,3
tc0628_A03_S02,3
tc0665_A05_S04,5
tc0501_A02_S05,4
tc0513_A02_S03,1
tc0293_A01_S06,3
tc0054_A05_S03,5
tc0200_A04_S01,4
tc0569_A03_S01,2
tc0650_A02_S04,2
tc0148_A05_S03,5
tc0655_A02_S01,1
tc0127_A02_S02,2
tc0714_A04_S01,4
tc0450_A02_S05,3
tc0712_A05_S01,5
tc0334_A02_S01,2
tc0493_A03_S02,3
tc0696_A02_S01,2
tc0358_A03_S01,3
tc0706_A01_S03,2
tc0527_A04_S02,4
tc0077_A03_S02,3
tc0287_A03_S01,5
tc0140_A02_S02,2
tc0176_A02_S01,2
tc0390_A01_S01,1
tc0142_A02_S01,2
tc0694_A03_S04,4
tc0651_A01_S03,1
tc0051_A02_S04,2
tc0513_A04_S01,3
tc0160_A06_S02,4
tc0214_A01_S02,1
tc0394_A05_S02,5
tc0590_A02_S03,2
tc0284_A05_S02,5
tc0161_A05_S01,4
tc0146_A02_S04,3
tc0381_A04_S01,4
tc0089_A03_S03,4
tc0692_A05_S03,5
tc0130_A04_S04,4
tc0590_A05_S02,5
tc0551_A01_S01,1
tc0120_A02_S03,2
tc0439_A03_S02,3
tc0150_A05_S04,5
tc0418_A03_S01,3
tc0650_A05_S04,5
tc0333_A02_S03,3
tc0630_A03_S02,3
tc0162_A03_S04,3
tc0073_A01_S01,1
tc0643_A01_S03,1
tc0696_A05_S03,5
tc0074_A04_S02,4
tc0055_A01_S02,1
tc0409_A01_S03,1
tc0716_A02_S01,2
tc0215_A03_S05,5
tc0212_A05_S01,4
tc0422_A03_S01,3
tc0296_A03_S04,4
tc0294_A03_S01,3
tc0649_A03_S03,3
tc0583_A03_S02,3
tc0134_A04_S02,4
tc0267_A05_S01,5
tc0083_A01_S03,1
tc0265_A05_S02,5
tc0073_A02_S03,2
tc0623_A01_S03,1
tc0152_A02_S03,3
tc0453_A02_S01,2
tc0171_A03_S04,4
tc0037_A01_S01,1
tc0622_A05_S03,5
tc0526_A01_S03,1
tc0138_A05_S02,5
tc0601_A04_S01,4
tc0439_A05_S02,5
tc0147_A01_S02,1
tc0707_A01_S03,1
tc0567_A05_S02,5
tc0178_A03_S03,3
tc0186_A02_S03,2
tc0694_A01_S02,1
tc0516_A02_S03,2
tc0190_A04_S03,4
tc0718_A03_S01,3
tc0644_A03_S02,3
tc0069_A01_S02,1
tc0088_A05_S03,5
tc0271_A05_S04,5
tc0516_A01_S01,1
tc0292_A03_S01,4
tc0259_A01_S04,1
tc0700_A04_S01,4
tc0706_A02_S02,2
tc0007_A03_S03,5
tc0545_A02_S03,2
tc0540_A05_S01,5
tc0702_A04_S01,4
tc0258_A04_S02,4
tc0407_A03_S02,3
tc0527_A02_S04,2
tc0212_A01_S03,1
tc0469_A01_S02,1
tc0335_A01_S03,1
tc0048_A03_S01,3
tc0465_A02_S03,3
tc0605_A02_S03,2
tc0389_A03_S02,3
tc0271_A01_S03,1
tc0230_A01_S02,1
tc0074_A01_S01,1
tc0218_A03_S04,3
tc0418_A05_S01,5
tc0561_A03_S04,3
tc0520_A05_S02,5
tc0162_A02_S04,2
tc0187_A05_S03,5
tc0169_A05_S03,4
tc0361_A03_S01,3
tc0628_A02_S02,2
tc0120_A03_S01,3
tc0343_A02_S02,2
tc0027_A01_S01,1
tc0234_A02_S03,4
tc0080_A02_S03,3
tc0181_A04_S04,4
tc0167_A03_S01,3
tc0561_A05_S02,5
tc0566_A01_S04,1
tc0144_A03_S03,3
tc0658_A05_S02,5
tc0061_A04_S01,4
tc0722_A03_S02,3
tc0185_A05_S01,5
tc0715_A03_S01,4
tc0601_A03_S02,3
tc0273_A03_S05,4
tc0325_A02_S02,2
tc0329_A02_S01,2
tc0156_A03_S03,3
tc0526_A01_S02,1
tc0610_A06_S01,5
tc0522_A01_S02,1
tc0533_A03_S02,3
tc0189_A02_S01,2
tc0054_A05_S02,5
tc0323_A01_S01,1
tc0625_A04_S02,4
tc0493_A02_S02,2
tc0279_A03_S02,3
tc0550_A04_S02,4
tc0688_A02_S02,2
tc0250_A02_S03,2
tc0152_A04_S02,4
tc0141_A05_S02,5
tc0387_A05_S04,5
tc0662_A03_S03,3
tc0305_A04_S01,4
tc0677_A01_S02,1
tc0051_A02_S05,3
tc0130_A04_S03,4
tc0137_A02_S02,2
tc0163_A05_S02,5
tc0438_A01_S01,1
tc0702_A05_S01,5
tc0530_A02_S02,2
tc0071_A01_S01,1
tc0146_A04_S03,4
tc0266_A01_S02,1
tc0516_A05_S02,5
tc0300_A04_S03,5
tc0387_A05_S01,4
tc0622_A01_S02,1
tc0234_A03_S01,4
tc0132_A02_S03,2
tc0510_A03_S02,3
tc0699_A02_S03,
tc0473_A03_S02,3
tc0331_A01_S01,1
tc0402_A04_S03,4
tc0421_A03_S02,3
tc0173_A04_S04,4
tc0467_A02_S02,2
tc0692_A02_S03,2
tc0504_A03_S06,3
tc0691_A01_S01,1
tc0493_A05_S03,5
tc0172_A02_S02,2
tc0061_A01_S03,1
tc0230_A02_S01,2
tc0680_A05_S03,5
tc0475_A01_S02,1
tc0074_A01_S02,1
tc0197_A01_S03,1
tc0608_A03_S02,3
tc0187_A05_S02,5
tc0077_A03_S03,3
tc0259_A03_S04,3
tc0329_A03_S01,3
tc0386_A01_S04,2
tc0051_A05_S03,5
tc0196_A03_S02,4
tc0389_A01_S03,1
tc0658_A04_S01,4
tc0498_A06_S03,5
tc0222_A01_S05,2
