filenames,binids
tc0596_A02_S01,2
tc0266_A04_S01,
tc0047_A01_S02,1
tc0131_A03_S02,2
tc0494_A05_S02,5
tc0461_A03_S02,5
tc0653_A02_S03,2
tc0718_A05_S03,5
tc0190_A02_S03,2
tc0142_A04_S01,4
tc0655_A02_S02,2
tc0528_A04_S03,4
tc0141_A03_S02,3
tc0039_A02_S02,3
tc0526_A03_S04,4
tc0084_A05_S01,4
tc0711_A02_S02,3
tc0513_A02_S02,1
tc0077_A03_S01,3
tc0351_A01_S02,1
tc0582_A01_S01,1
tc0679_A04_S03,4
tc0584_A04_S03,4
tc0154_A05_S01,4
tc0694_A03_S02,3
tc0295_A01_S01,1
tc0444_A02_S03,3
tc0181_A05_S04,4
tc0297_A03_S01,3
tc0168_A01_S03,1
tc0504_A01_S01,1
tc0461_A01_S03,1
tc0587_A05_S01,5
tc0643_A03_S02,3
tc0712_A04_S01,4
tc0390_A05_S02,5
tc0564_A01_S02,1
tc0164_A03_S01,3
tc0184_A03_S02,3
tc0501_A01_S01,1
tc0608_A03_S01,3
tc0190_A03_S02,3
tc0200_A02_S02,3
tc0146_A04_S01,4
tc0725_A03_S03,3
tc0188_A03_S01,3
tc0163_A03_S01,3
tc0498_A04_S03,4
tc0177_A01_S03,1
tc0431_A05_S02,5
tc0116_A03_S03,3
tc0175_A01_S04,1
tc0692_A03_S01,3
tc0561_A04_S04,4
tc0088_A02_S03,3
tc0450_A01_S08,2
tc0197_A02_S03,3
tc0332_A04_S01,4
tc0527_A05_S02,5
tc0362_A02_S02,2
tc0698_A05_S02,5
tc0195_A01_S03,1
tc0296_A01_S01,1
tc0596_A01_S03,2
tc0156_A05_S01,5
tc0361_A04_S02,4
tc0652_A04_S02,4
tc0035_A05_S03,5
tc0220_A05_S01,5
tc0233_A03_S01,2
tc0601_A01_S01,1
tc0436_A02_S01,2
tc0189_A03_S02,3
tc0540_A04_S01,4
tc0202_A03_S01,2
tc0520_A02_S02,2
tc0154_A01_S03,1
tc0297_A01_S01,1
tc0453_A03_S01,4
tc0392_A01_S03,2
tc0325_A01_S02,1
tc0385_A02_S03,2
tc0133_A05_S02,5
tc0275_A03_S02,3
tc0074_A03_S01,3
tc0393_A04_S01,4
tc0496_A01_S01,1
tc0715_A01_S03,1
tc0343_A04_S03,4
tc0473_A01_S02,1
tc0164_A04_S03,4
tc0532_A05_S04,5
tc0486_A04_S02,5
tc0582_A02_S03,3
tc0437_A05_S02,5
tc0612_A04_S02,4
tc0386_A05_S01,5
tc0279_A04_S01,4
tc0203_A01_S04,1
tc0607_A02_S04,3
tc0156_A02_S04,2
tc0155_A04_S01,4
tc0088_A04_S02,4
tc0469_A03_S01,5
tc0431_A04_S02,4
tc0350_A04_S02,4
tc0250_A02_S05,2
tc0126_A03_S01,3
tc0719_A05_S02,5
tc0385_A01_S01,1
tc0058_A01_S02,1
tc0602_A03_S04,3
tc0168_A05_S03,5
tc0673_A01_S01,1
tc0359_A05_S01,4
tc0666_A05_S01,5
tc0680_A02_S02,2
tc0416_A03_S03,4
tc0512_A07_S01,4
tc0393_A03_S01,3
tc0199_A05_S02,5
tc0612_A03_S04,4
tc0212_A02_S03,2
tc0704_A03_S03,4
tc0362_A03_S04,3
tc0587_A04_S01,4
tc0078_A04_S02,4
tc0626_A02_S01,2
tc0035_A03_S02,3
tc0601_A03_S01,3
tc0576_A04_S04,4
tc0171_A03_S02,3
tc0365_A03_S04,5
tc0708_A05_S03,5
tc0185_A02_S01,2
tc0143_A05_S01,5
tc0162_A01_S03,1
tc0180_A03_S03,3
tc0521_A01_S02,1
tc0476_A02_S05,3
tc0682_A02_S02,2
tc0708_A03_S02,3
tc0529_A04_S01,5
tc0273_A04_S01,4
tc0138_A04_S02,4
tc0180_A03_S04,3
tc0650_A04_S01,4
tc0407_A05_S03,5
tc0059_A05_S03,4
tc0497_A04_S02,4
tc0688_A05_S04,5
tc0622_A03_S01,2
tc0365_A03_S02,4
tc0168_A05_S02,5
tc0365_A01_S01,1
tc0394_A03_S01,3
tc0294_A03_S03,3
tc0184_A05_S03,5
tc0070_A03_S03,2
tc0570_A03_S02,3
tc0532_A03_S03,3
tc0127_A04_S01,4
tc0410_A01_S02,1
tc0053_A01_S03,1
tc0713_A05_S02,5
tc0079_A02_S02,2
tc0250_A03_S01,3
tc0526_A03_S03,3
tc0287_A02_S03,4
tc0152_A04_S01,4
tc0562_A05_S02,5
tc0188_A02_S01,2
tc0089_A03_S01,3
tc0664_A02_S02,2
tc0353_A04_S02,4
tc0351_A03_S02,3
tc0250_A03_S05,4
tc0713_A04_S01,4
tc0610_A05_S01,4
tc0565_A04_S03,4
tc0718_A02_S03,2
tc0591_A02_S03,3
tc0150_A01_S02,1
tc0453_A03_S04,5
tc0589_A02_S01,1
tc0353_A04_S03,4
tc0173_A05_S02,5
tc0170_A04_S01,4
tc0589_A03_S04,4
tc0160_A02_S01,1
tc0532_A02_S01,2
tc0548_A01_S05,1
tc0656_A03_S02,3
tc0195_A05_S01,5
tc0530_A04_S03,5
tc0212_A01_S01,1
tc0147_A04_S01,4
tc0145_A02_S03,2
tc0649_A05_S02,5
tc0156_A04_S03,4
tc0656_A02_S03,2
tc0520_A03_S01,3
tc0691_A05_S01,5
tc0134_A04_S03,4
tc0506_A01_S01,1
tc0533_A03_S04,4
tc0666_A05_S02,5
tc0649_A05_S04,5
tc0327_A01_S01,1
tc0540_A01_S03,2
tc0127_A03_S02,3
tc0459_A02_S02,1
tc0158_A03_S01,3
tc0706_A03_S03,3
tc0385_A05_S02,5
tc0322_A02_S02,2
tc0054_A04_S03,4
tc0608_A05_S02,5
tc0475_A03_S03,5
tc0275_A04_S02,4
tc0681_A05_S01,4
tc0080_A05_S01,5
tc0390_A03_S02,3
tc0150_A03_S03,3
tc0662_A04_S04,4
tc0393_A04_S03,4
tc0589_A02_S02,2
tc0605_A02_S05,3
tc0173_A05_S01,4
tc0436_A02_S02,2
tc0629_A02_S01,1
tc0454_A01_S04,2
tc0271_A01_S02,1
tc0136_A04_S02,4
tc0153_A01_S02,1
tc0610_A06_S03,5
tc0180_A04_S01,4
tc0232_A03_S01,3
tc0385_A03_S03,3
tc0187_A04_S01,3
tc0250_A05_S01,4
tc0133_A04_S01,4
tc0139_A01_S01,1
tc0188_A04_S01,4
tc0491_A03_S03,
tc0415_A05_S02,5
tc0330_A04_S02,4
tc0079_A03_S01,3
tc0359_A03_S04,3
tc0540_A02_S02,2
tc0305_A01_S02,1
tc0458_A02_S04,3
tc0220_A02_S04,2
tc0190_A03_S01,3
tc0386_A02_S01,2
tc0444_A02_S02,2
tc0700_A04_S03,4
tc0167_A02_S01,2
tc0476_A03_S02,5
tc0292_A01_S06,2
tc0469_A02_S03,3
tc0725_A01_S01,1
tc0148_A03_S03,3
tc0465_A01_S04,2
tc0710_A03_S02,4
tc0708_A02_S02,2
tc0473_A04_S03,4
tc0696_A01_S04,2
tc0586_A03_S01,3
tc0153_A01_S01,1
tc0570_A02_S02,2
tc0584_A04_S01,4
tc0591_A01_S02,1
tc0715_A01_S02,1
tc0661_A04_S01,4
tc0682_A04_S01,4
tc0627_A02_S02,2
tc0588_A01_S01,1
tc0594_A01_S01,1
tc0499_A03_S01,3
tc0180_A01_S05,2
tc0565_A03_S01,3
tc0158_A01_S01,1
tc0654_A02_S02,2
tc0202_A04_S03,5
tc0438_A01_S02,1
tc0061_A05_S01,5
tc0184_A04_S02,4
tc0269_A01_S03,1
tc0007_A03_S05,5
tc0327_A02_S02,2
tc0381_A04_S02,4
tc0563_A04_S03,4
tc0391_A03_S02,3
tc0580_A02_S03,3
tc0189_A02_S04,3
tc0663_A01_S01,1
tc0324_A03_S01,3
tc0415_A02_S02,2
tc0495_A05_S03,5
tc0714_A05_S03,5
tc0166_A01_S02,1
tc0076_A03_S02,3
tc0295_A01_S02,1
tc0698_A01_S01,1
tc0172_A04_S04,5
tc0564_A05_S04,5
tc0127_A01_S03,1
tc0563_A02_S01,2
tc0125_A02_S01,2
tc0497_A05_S01,5
tc0160_A06_S06,5
tc0561_A05_S01,5
tc0540_A02_S01,2
tc0154_A01_S01,1
tc0087_A02_S03,3
tc0200_A01_S03,2
tc0132_A05_S04,5
tc0153_A05_S03,5
tc0268_A05_S01,5
tc0626_A03_S02,3
tc0702_A03_S02,3
tc0589_A03_S03,3
tc0152_A01_S02,1
tc0203_A05_S03,5
tc0545_A04_S01,4
tc0662_A03_S01,2
tc0387_A01_S02,1
tc0431_A03_S01,3
tc0715_A02_S07,
tc0527_A04_S03,5
tc0302_A01_S04,1
tc0548_A01_S01,1
tc0649_A03_S04,3
tc0648_A05_S01,4
tc0387_A04_S03,4
tc0268_A04_S01,4
tc0299_A03_S02,4
tc0157_A05_S03,5
tc0620_A04_S01,4
tc0654_A01_S03,1
tc0059_A02_S03,1
tc0500_A01_S01,1
tc0135_A03_S01,3
tc0326_A04_S03,4
tc0622_A02_S02,1
tc0245_A02_S01,3
tc0079_A01_S02,1
tc0436_A01_S02,1
tc0713_A01_S03,1
tc0275_A04_S04,5
tc0025_A04_S08,5
tc0548_A04_S03,4
tc0258_A02_S02,2
tc0600_A03_S03,5
tc0450_A02_S06,4
tc0188_A05_S02,5
tc0513_A01_S01,1
tc0397_A02_S02,3
tc0071_A03_S02,3
tc0302_A01_S02,1
tc0625_A04_S01,4
tc0035_A03_S01,2
tc0360_A04_S01,4
tc0177_A05_S02,5
tc0271_A05_S03,5
tc0353_A05_S01,5
tc0177_A04_S04,5
tc0550_A02_S04,2
tc0365_A01_S02,1
tc0285_A04_S01,4
tc0550_A05_S01,5
tc0700_A03_S02,3
tc0154_A02_S02,2
tc0048_A01_S01,1
tc0422_A02_S03,2
tc0322_A02_S03,2
tc0688_A04_S03,4
tc0390_A02_S03,3
tc0069_A04_S01,4
tc0137_A01_S03,1
tc0713_A04_S02,4
tc0334_A04_S01,3
tc0651_A03_S01,3
tc0654_A05_S01,4
tc0233_A04_S02,4
tc0247_A03_S02,3
tc0458_A01_S05,2
tc0048_A03_S03,3
tc0588_A02_S03,2
tc0181_A03_S03,2
tc0461_A02_S04,3
tc0188_A05_S04,5
tc0402_A03_S01,3
tc0147_A05_S01,5
tc0593_A03_S01,5
tc0521_A02_S03,2
tc0673_A01_S02,1
tc0673_A03_S04,4
tc0649_A04_S02,4
tc0136_A04_S04,4
tc0653_A03_S06,4
tc0284_A01_S02,1
tc0156_A01_S03,1
tc0197_A05_S03,5
tc0563_A01_S03,1
tc0458_A02_S02,3
tc0293_A01_S03,2
tc0580_A03_S01,3
tc0688_A05_S03,5
tc0666_A02_S02,2
tc0561_A01_S02,1
tc0157_A02_S03,2
tc0089_A04_S02,4
tc0133_A01_S01,1
tc0203_A04_S03,4
tc0678_A01_S01,1
tc0162_A03_S03,3
tc0648_A02_S01,2
tc0570_A05_S03,5
tc0352_A03_S03,3
tc0658_A01_S02,1
tc0605_A03_S01,3
tc0034_A04_S01,3
tc0603_A03_S04,4
tc0058_A01_S03,1
tc0292_A03_S04,5
tc0677_A04_S01,4
tc0169_A04_S05,4
tc0086_A02_S01,2
tc0271_A02_S03,2
tc0643_A01_S01,1
tc0070_A06_S04,5
tc0154_A05_S03,5
tc0039_A01_S06,3
tc0440_A05_S03,5
tc0679_A05_S02,5
tc0079_A03_S03,4
tc0059_A04_S01,3
tc0181_A04_S01,3
tc0430_A03_S02,4
tc0715_A02_S03,2
tc0564_A01_S04,2
tc0444_A05_S01,5
tc0711_A01_S01,1
tc0035_A01_S01,1
tc0148_A05_S02,5
tc0545_A01_S02,1
tc0175_A03_S03,3
tc0590_A04_S03,4
tc0650_A03_S03,3
tc0430_A01_S03,2
tc0662_A05_S03,5
tc0580_A01_S04,2
tc0173_A03_S01,2
tc0143_A04_S03,4
tc0436_A01_S03,1
tc0569_A05_S02,4
tc0180_A01_S03,1
tc0265_A02_S03,2
tc0027_A02_S03,4
tc0190_A05_S03,5
tc0702_A02_S01,2
tc0082_A02_S03,4
tc0718_A02_S02,2
tc0058_A04_S02,4
tc0007_A01_S01,1
tc0150_A04_S01,3
tc0154_A04_S01,
tc0528_A01_S02,1
tc0157_A02_S02,2
tc0596_A03_S01,4
tc0155_A04_S04,4
tc0333_A02_S02,2
tc0323_A03_S01,3
tc0275_A03_S03,3
tc0324_A02_S03,2
tc0158_A04_S03,4
tc0437_A04_S02,4
tc0178_A03_S02,3
tc0343_A05_S01,5
tc0161_A04_S03,4
tc0682_A03_S04,3
tc0144_A01_S01,1
tc0217_A03_S01,3
tc0168_A05_S05,5
tc0091_A03_S04,4
tc0362_A01_S02,1
tc0051_A03_S03,3
tc0605_A03_S03,4
tc0202_A03_S02,3
tc0521_A03_S02,3
tc0472_A02_S05,4
tc0587_A04_S02,4
tc0533_A01_S01,1
tc0714_A03_S04,4
tc0493_A01_S02,1
tc0663_A06_S03,5
tc0387_A04_S02,4
tc0525_A02_S03,2
tc0429_A02_S03,3
tc0284_A03_S02,3
tc0725_A05_S04,5
tc0582_A04_S01,4
tc0706_A01_S02,1
tc0069_A05_S01,5
tc0727_A05_S03,5
tc0385_A05_S04,5
tc0150_A03_S01,3
tc0394_A01_S03,1
tc0184_A02_S01,1
tc0135_A02_S01,2
tc0170_A03_S01,3
tc0080_A01_S04,1
tc0608_A04_S02,4
tc0402_A04_S01,
tc0583_A04_S02,4
tc0350_A05_S04,5
tc0703_A01_S03,2
tc0326_A03_S03,3
tc0532_A04_S01,4
tc0407_A05_S01,5
tc0150_A05_S02,5
tc0494_A05_S01,5
tc0141_A01_S02,1
tc0461_A02_S02,3
tc0488_A04_S01,4
tc0325_A04_S03,4
tc0169_A04_S03,3
tc0132_A01_S01,1
tc0547_A02_S02,3
tc0132_A04_S02,4
tc0565_A05_S02,5
tc0080_A04_S01,4
tc0169_A01_S01,1
tc0497_A05_S04,5
tc0590_A04_S02,4
tc0034_A02_S01,1
tc0190_A04_S01,
tc0233_A05_S01,5
tc0525_A04_S02,4
tc0496_A02_S03,3
tc0350_A02_S02,2
tc0135_A02_S04,3
tc0160_A01_S02,1
tc0643_A05_S01,5
tc0704_A04_S03,4
tc0630_A05_S02,5
tc0054_A02_S02,2
tc0120_A04_S02,4
tc0649_A01_S04,1
tc0328_A03_S01,2
tc0203_A04_S02,4
tc0421_A01_S03,2
tc0718_A03_S02,3
tc0649_A04_S01,4
tc0300_A02_S04,2
tc0578_A05_S02,5
tc0069_A02_S02,2
tc0084_A05_S02,5
tc0176_A02_S04,2
tc0025_A02_S02,1
tc0666_A03_S04,4
tc0168_A02_S02,2
tc0444_A01_S03,1
tc0169_A05_S01,4
tc0513_A06_S04,5
tc0328_A02_S02,2
tc0030_A03_S03,4
tc0322_A02_S01,2
tc0159_A02_S03,2
tc0385_A04_S02,4
tc0161_A04_S04,4
tc0250_A05_S03,5
tc0162_A03_S05,3
tc0292_A01_S01,1
tc0602_A02_S04,2
tc0678_A03_S03,3
tc0570_A04_S01,4
tc0297_A03_S02,3
tc0391_A04_S01,3
tc0214_A05_S03,5
tc0648_A04_S03,4
tc0488_A02_S03,2
tc0716_A04_S02,4
tc0437_A02_S02,3
tc0184_A02_S03,2
tc0144_A02_S01,1
tc0565_A04_S02,4
tc0174_A03_S01,3
tc0131_A02_S03,2
tc0061_A03_S03,4
tc0569_A01_S01,1
tc0673_A02_S01,1
tc0504_A02_S05,2
tc0656_A05_S04,5
tc0139_A04_S02,4
tc0565_A05_S01,5
tc0601_A02_S03,2
tc0450_A01_S01,1
tc0381_A05_S03,5
tc0397_A04_S01,5
tc0625_A05_S03,5
tc0154_A02_S01,2
tc0725_A01_S03,1
tc0409_A03_S02,3
tc0439_A01_S02,1
tc0527_A03_S05,4
tc0657_A05_S04,5
tc0181_A06_S03,5
tc0584_A02_S01,2
tc0701_A02_S04,4
tc0623_A04_S01,4
tc0459_A01_S01,1
tc0709_A05_S02,5
tc0167_A05_S01,4
tc0622_A02_S01,1
tc0365_A03_S03,5
tc0486_A04_S03,5
tc0290_A01_S01,1
tc0653_A02_S02,1
tc0528_A03_S02,3
tc0230_A03_S03,4
tc0626_A04_S03,4
tc0147_A01_S03,1
tc0573_A01_S02,1
tc0171_A05_S04,5
tc0594_A05_S02,5
tc0589_A03_S01,2
tc0174_A01_S02,1
tc0362_A04_S04,4
tc0232_A03_S02,3
tc0629_A06_S01,5
tc0629_A02_S03,2
tc0450_A02_S02,3
tc0156_A05_S02,5
tc0716_A01_S04,2
tc0268_A01_S01,1
tc0161_A03_S02,3
tc0176_A01_S01,1
tc0421_A03_S03,4
tc0178_A05_S02,5
tc0589_A02_S03,2
tc0072_A04_S01,3
tc0416_A02_S02,2
tc0175_A05_S04,5
tc0176_A05_S01,5
tc0570_A01_S01,1
tc0116_A05_S03,5
tc0139_A05_S02,5
tc0178_A04_S05,5
tc0233_A05_S03,5
tc0644_A01_S01,1
tc0191_A02_S02,2
tc0258_A04_S01,4
tc0167_A04_S03,4
tc0531_A03_S02,3
tc0325_A05_S04,5
tc0279_A04_S02,4
tc0202_A05_S01,5
tc0509_A01_S01,1
tc0541_A01_S01,1
tc0548_A02_S02,2
tc0504_A03_S01,2
tc0664_A04_S01,4
tc0450_A01_S02,1
tc0297_A02_S04,3
tc0459_A04_S02,4
tc0072_A01_S03,1
tc0037_A02_S02,2
tc0504_A04_S03,4
tc0501_A03_S01,4
tc0680_A05_S01,5
tc0704_A01_S01,1
tc0566_A03_S02,3
tc0715_A02_S09,4
tc0132_A04_S04,4
tc0055_A02_S02,2
tc0561_A04_S03,4
tc0083_A03_S01,3
tc0476_A02_S04,3
tc0359_A05_S03,5
tc0230_A02_S02,2
tc0643_A05_S02,5
tc0551_A05_S01,5
tc0610_A04_S03,3
tc0722_A02_S04,2
tc0296_A02_S01,2
tc0181_A02_S01,1
tc0358_A01_S04,2
tc0652_A04_S01,3
tc0331_A04_S01,3
tc0454_A02_S03,3
tc0648_A05_S02,5
tc0087_A05_S01,5
tc0648_A01_S03,1
tc0500_A02_S05,3
tc0421_A01_S02,1
tc0727_A02_S02,2
tc0201_A04_S02,5
tc0540_A03_S01,3
tc0189_A04_S01,4
tc0174_A05_S02,5
tc0195_A04_S02,4
tc0682_A04_S03,4
tc0625_A04_S03,4
tc0581_A05_S02,4
tc0529_A02_S01,2
tc0275_A02_S04,2
tc0007_A02_S03,3
tc0711_A03_S02,5
tc0659_A03_S02,5
tc0086_A03_S01,3
tc0713_A05_S03,5
tc0158_A04_S01,
tc0359_A03_S01,2
tc0407_A05_S02,5
tc0159_A01_S02,1
tc0233_A03_S02,3
tc0656_A01_S03,1
tc0154_A03_S02,3
tc0643_A05_S03,5
tc0723_A02_S04,4
tc0247_A04_S01,4
tc0175_A02_S04,2
tc0275_A05_S02,5
tc0500_A02_S01,2
tc0084_A01_S01,1
tc0714_A03_S02,3
tc0529_A01_S02,1
tc0185_A02_S04,3
tc0388_A02_S01,2
tc0516_A03_S03,3
tc0230_A02_S05,3
tc0702_A01_S02,1
tc0528_A02_S01,2
tc0145_A05_S01,4
tc0362_A03_S03,3
tc0279_A05_S03,5
tc0497_A02_S05,3
tc0290_A02_S02,1
tc0521_A04_S03,4
tc0279_A02_S01,2
tc0691_A02_S01,2
tc0191_A03_S02,3
tc0190_A02_S01,2
tc0658_A05_S03,5
tc0550_A02_S02,2
tc0467_A03_S03,5
tc0297_A01_S03,1
tc0351_A02_S01,1
tc0285_A04_S03,5
tc0332_A04_S02,4
tc0657_A03_S01,3
tc0265_A03_S01,2
tc0711_A02_S03,3
tc0484_A02_S01,1
tc0137_A04_S04,4
tc0195_A02_S01,2
tc0220_A01_S01,1
tc0058_A03_S02,3
tc0566_A02_S02,2
tc0191_A03_S01,3
tc0682_A05_S03,5
tc0725_A03_S04,3
tc0089_A01_S01,1
tc0605_A03_S05,4
tc0409_A01_S01,1
tc0230_A02_S04,3
tc0160_A02_S04,2
tc0267_A01_S02,1
tc0259_A02_S01,2
tc0167_A01_S04,1
tc0541_A02_S02,3
tc0157_A01_S03,1
tc0399_A02_S02,2
tc0329_A01_S02,1
tc0703_A03_S02,5
tc0662_A01_S02,1
tc0653_A03_S01,3
tc0726_A02_S02,3
tc0027_A02_S02,3
tc0586_A05_S03,5
tc0487_A05_S02,5
tc0027_A01_S04,2
tc0072_A04_S02,4
tc0493_A03_S01,2
tc0296_A01_S05,2
tc0184_A04_S04,4
tc0266_A05_S03,5
tc0187_A03_S04,3
tc0189_A03_S03,3
tc0692_A03_S03,3
tc0441_A02_S01,2
tc0174_A05_S01,5
tc0719_A04_S02,4
tc0608_A01_S02,1
tc0385_A05_S03,5
tc0431_A02_S03,2
tc0120_A05_S02,5
tc0332_A03_S01,3
tc0227_A02_S03,3
tc0657_A04_S03,4
tc0027_A02_S01,3
tc0061_A02_S02,3
tc0528_A01_S04,1
tc0696_A04_S01,4
tc0177_A04_S01,4
tc0322_A05_S02,5
tc0088_A03_S01,3
tc0469_A02_S05,4
tc0302_A05_S01,5
tc0488_A02_S02,1
tc0520_A03_S03,
tc0608_A05_S03,5
tc0527_A04_S01,4
tc0149_A04_S04,4
tc0034_A04_S03,4
tc0713_A02_S03,2
tc0072_A05_S03,5
tc0673_A03_S03,3
tc0327_A05_S03,5
tc0182_A04_S03,4
tc0322_A05_S01,5
tc0704_A02_S01,2
tc0172_A01_S01,1
tc0025_A03_S04,3
tc0079_A04_S01,4
tc0656_A02_S01,2
tc0048_A04_S03,4
tc0628_A03_S01,3
tc0510_A03_S05,4
tc0079_A04_S02,4
tc0176_A04_S01,3
tc0525_A04_S04,4
tc0120_A05_S01,5
tc0322_A03_S03,
tc0139_A02_S01,2
tc0607_A02_S02,2
tc0513_A03_S03,3
tc0525_A03_S03,3
tc0027_A03_S01,4
tc0034_A05_S02,5
tc0484_A03_S02,3
tc0467_A03_S02,4
tc0131_A02_S01,1
tc0173_A04_S02,4
tc0294_A02_S01,2
tc0454_A02_S05,3
tc0430_A02_S01,2
tc0169_A06_S02,5
tc0169_A04_S01,3
tc0155_A04_S05,5
tc0704_A01_S03,1
tc0533_A05_S03,5
tc0612_A04_S01,4
tc0158_A03_S02,3
tc0388_A05_S02,5
tc0491_A01_S01,1
tc0504_A03_S04,3
tc0392_A01_S02,1
tc0475_A03_S04,5
tc0181_A03_S02,2
tc0688_A03_S01,3
tc0679_A01_S01,1
tc0698_A04_S01,4
tc0196_A03_S01,3
tc0034_A01_S03,1
tc0723_A02_S03,4
tc0083_A02_S03,2
tc0496_A02_S01,2
tc0586_A04_S02,4
tc0220_A03_S02,3
tc0654_A03_S02,3
tc0035_A03_S04,3
tc0063_A05_S03,5
tc0601_A05_S02,5
tc0429_A05_S02,5
tc0142_A03_S01,3
tc0691_A02_S02,2
tc0677_A01_S03,1
tc0522_A04_S02,4
tc0580_A02_S04,3
tc0156_A01_S02,1
tc0438_A05_S02,5
tc0681_A02_S01,1
tc0608_A02_S04,3
tc0090_A04_S01,4
tc0622_A05_S04,5
tc0222_A02_S04,3
tc0053_A04_S03,4
tc0696_A04_S03,4
tc0180_A03_S01,3
tc0053_A04_S05,5
tc0027_A03_S04,5
tc0453_A01_S07,2
tc0091_A01_S01,1
tc0590_A02_S01,2
tc0727_A03_S01,2
tc0666_A01_S02,1
tc0039_A02_S04,4
tc0358_A01_S03,1
tc0551_A03_S02,3
tc0532_A03_S01,3
tc0607_A04_S03,5
tc0655_A05_S01,4
tc0516_A05_S01,4
tc0178_A03_S01,3
tc0069_A01_S04,1
tc0265_A03_S02,3
tc0393_A02_S01,2
tc0661_A05_S03,5
tc0330_A02_S02,2
tc0612_A01_S02,1
tc0358_A05_S01,5
tc0328_A03_S02,3
tc0629_A03_S03,3
tc0415_A01_S02,1
tc0650_A02_S02,1
tc0385_A04_S03,4
tc0227_A02_S02,3
tc0154_A05_S02,5
tc0422_A03_S03,3
tc0437_A01_S02,1
tc0387_A04_S01,4
tc0175_A04_S04,4
tc0202_A05_S02,5
tc0077_A04_S02,4
tc0201_A03_S03,4
tc0612_A05_S02,5
tc0070_A05_S05,5
tc0658_A03_S01,3
tc0665_A05_S02,5
tc0710_A01_S01,1
tc0527_A05_S01,5
tc0666_A02_S01,2
tc0217_A02_S02,2
tc0547_A03_S02,4
tc0522_A05_S02,5
tc0653_A02_S01,1
tc0159_A04_S01,4
tc0142_A04_S02,4
tc0327_A05_S01,4
tc0158_A01_S02,1
tc0350_A02_S01,1
tc0200_A02_S01,2
tc0131_A03_S03,3
tc0195_A02_S04,3
tc0499_A01_S03,1
tc0623_A04_S02,4
tc0232_A04_S04,5
tc0227_A03_S03,5
tc0328_A01_S02,1
tc0724_A02_S01,2
tc0160_A06_S05,5
tc0493_A05_S04,5
tc0073_A01_S04,1
tc0030_A03_S05,4
tc0711_A01_S04,2
tc0719_A02_S03,3
tc0727_A05_S02,5
tc0074_A05_S01,5
tc0673_A03_S02,3
tc0532_A05_S01,5
tc0072_A01_S04,1
tc0202_A01_S01,1
tc0273_A03_S03,3
tc0530_A03_S02,
tc0149_A05_S02,5
tc0608_A04_S01,4
tc0661_A01_S02,1
tc0269_A03_S02,3
tc0082_A03_S01,4
tc0660_A02_S01,2
tc0034_A05_S03,5
tc0392_A05_S02,5
tc0167_A01_S03,1
tc0218_A02_S06,2
tc0531_A04_S03,5
