filenames,binids
tc0422_A04_S03,4
tc0358_A04_S02,4
tc0361_A01_S01,1
tc0170_A01_S03,1
tc0450_A01_S07,2
tc0330_A01_S02,1
tc0723_A01_S02,1
tc0499_A05_S02,5
tc0152_A01_S03,1
tc0548_A03_S05,3
tc0285_A01_S03,1
tc0612_A02_S01,2
tc0677_A03_S04,4
tc0698_A05_S01,5
tc0678_A02_S01,2
tc0646_A02_S01,2
tc0133_A02_S02,2
tc0665_A05_S01,4
tc0202_A02_S01,2
tc0677_A03_S02,3
tc0138_A01_S03,1
tc0073_A04_S01,4
tc0389_A01_S01,1
tc0353_A02_S01,1
tc0484_A02_S02,2
tc0059_A04_S04,3
tc0585_A05_S01,5
tc0116_A04_S01,4
tc0727_A04_S04,4
tc0566_A05_S02,5
tc0178_A04_S01,4
tc0151_A01_S03,1
tc0388_A03_S01,3
tc0653_A04_S03,5
tc0516_A05_S04,5
tc0150_A02_S04,2
tc0622_A05_S02,5
tc0540_A03_S02,4
tc0186_A04_S04,4
tc0279_A01_S03,1
tc0651_A02_S01,2
tc0182_A05_S03,5
tc0184_A03_S03,3
tc0657_A01_S02,1
tc0145_A04_S01,4
tc0266_A02_S01,1
tc0083_A01_S01,1
tc0548_A01_S03,1
tc0176_A04_S05,4
tc0497_A03_S02,3
tc0293_A03_S02,5
tc0220_A05_S03,5
tc0500_A02_S04,3
tc0602_A03_S03,3
tc0171_A02_S03,2
tc0594_A04_S02,4
tc0531_A04_S04,5
tc0259_A03_S01,3
tc0007_A03_S01,4
tc0385_A01_S02,1
tc0465_A02_S01,3
tc0134_A05_S02,5
tc0526_A02_S02,2
tc0187_A02_S04,2
tc0287_A01_S01,1
tc0665_A05_S03,5
tc0133_A05_S05,5
tc0656_A03_S03,3
tc0174_A03_S04,3
tc0065_A02_S02,3
tc0268_A03_S01,3
tc0215_A03_S03,4
tc0497_A02_S02,2
tc0444_A03_S02,3
tc0612_A05_S03,5
tc0545_A02_S01,2
tc0180_A02_S04,2
tc0692_A04_S01,4
tc0601_A02_S01,2
tc0526_A02_S06,3
tc0284_A04_S03,4
tc0727_A01_S03,1
tc0394_A04_S01,4
tc0576_A03_S02,3
tc0391_A02_S01,2
tc0334_A02_S02,2
tc0157_A05_S04,5
tc0350_A01_S01,1
tc0168_A01_S01,1
tc0561_A01_S01,1
tc0076_A02_S02,2
tc0453_A02_S07,4
tc0147_A03_S01,3
tc0584_A03_S03,3
tc0625_A01_S03,1
tc0360_A02_S01,2
tc0399_A04_S03,4
tc0143_A04_S04,4
tc0650_A05_S02,5
tc0071_A05_S01,5
tc0497_A02_S04,3
tc0359_A04_S03,4
tc0662_A02_S01,1
tc0333_A04_S02,4
tc0491_A02_S03,2
tc0351_A05_S01,4
tc0079_A01_S01,1
tc0135_A04_S02,4
tc0173_A04_S03,4
tc0652_A05_S04,5
tc0187_A04_S02,4
tc0493_A05_S01,4
tc0218_A04_S04,5
tc0053_A03_S02,3
tc0591_A03_S02,4
tc0532_A04_S03,4
tc0573_A01_S01,1
tc0195_A02_S03,2
tc0421_A02_S03,3
tc0214_A05_S01,4
tc0089_A05_S02,5
tc0563_A05_S01,5
tc0047_A04_S03,4
tc0526_A04_S02,4
tc0610_A05_S04,4
tc0295_A04_S02,4
tc0594_A03_S01,3
tc0467_A02_S03,3
tc0214_A02_S02,2
tc0581_A05_S03,5
tc0548_A02_S04,2
tc0295_A02_S05,3
tc0182_A05_S04,5
tc0350_A01_S02,1
tc0712_A03_S03,3
tc0299_A01_S02,1
tc0141_A04_S03,4
tc0441_A02_S02,2
tc0698_A01_S02,1
tc0521_A05_S02,5
tc0091_A03_S03,3
tc0164_A02_S03,2
tc0116_A05_S01,5
tc0324_A04_S02,4
tc0157_A03_S02,3
tc0550_A02_S01,2
tc0048_A02_S04,2
tc0267_A03_S01,3
tc0215_A03_S01,4
tc0389_A04_S02,4
tc0623_A01_S02,1
tc0504_A04_S04,5
tc0361_A02_S02,2
tc0391_A01_S02,1
tc0541_A01_S03,2
tc0679_A03_S01,3
tc0166_A02_S03,3
tc0239_A01_S01,1
tc0393_A02_S03,2
tc0072_A02_S02,2
tc0292_A02_S04,3
tc0290_A03_S02,3
tc0269_A02_S02,2
tc0220_A04_S01,4
tc0547_A01_S01,1
tc0422_A05_S02,5
tc0198_A03_S02,3
tc0078_A02_S01,2
tc0324_A05_S02,5
tc0548_A02_S01,2
tc0299_A02_S03,3
tc0706_A04_S02,4
tc0441_A03_S03,3
tc0393_A02_S02,2
tc0622_A05_S01,5
tc0285_A04_S02,4
tc0506_A03_S04,5
tc0527_A03_S04,4
tc0692_A05_S01,5
tc0134_A01_S02,1
tc0486_A01_S01,1
tc0532_A03_S02,3
tc0561_A03_S03,3
tc0162_A04_S03,4
tc0155_A05_S03,5
tc0497_A01_S05,2
tc0394_A02_S02,2
tc0162_A05_S03,5
tc0030_A02_S05,3
tc0197_A03_S01,3
tc0666_A03_S01,3
tc0175_A03_S01,3
tc0531_A03_S05,4
tc0441_A03_S02,3
tc0699_A01_S01,1
tc0160_A05_S01,4
tc0182_A03_S02,3
tc0083_A04_S01,4
tc0201_A01_S03,2
tc0197_A02_S02,3
tc0076_A05_S01,5
tc0429_A03_S01,4
tc0629_A05_S01,4
tc0545_A01_S03,1
tc0214_A02_S03,2
tc0053_A01_S04,1
tc0326_A04_S01,4
tc0673_A05_S02,5
tc0328_A05_S01,5
tc0191_A04_S04,4
tc0198_A04_S01,4
tc0625_A01_S02,1
tc0652_A04_S03,4
tc0275_A02_S02,2
tc0297_A01_S02,1
tc0073_A01_S03,1
tc0053_A03_S01,3
tc0156_A04_S02,4
tc0710_A02_S03,3
tc0284_A02_S02,2
tc0143_A01_S04,1
tc0623_A03_S02,3
tc0218_A03_S01,3
tc0652_A05_S01,4
tc0690_A05_S01,5
tc0399_A04_S04,4
tc0090_A05_S01,5
tc0149_A02_S01,2
tc0168_A02_S03,2
tc0142_A02_S03,2
tc0080_A05_S03,5
tc0150_A04_S03,4
tc0179_A04_S03,4
tc0532_A02_S02,2
tc0080_A04_S02,4
tc0168_A03_S01,2
tc0343_A05_S02,5
tc0600_A03_S02,5
tc0163_A02_S01,2
tc0526_A05_S04,5
tc0290_A02_S03,2
tc0484_A04_S01,3
tc0305_A03_S02,4
tc0361_A05_S03,5
tc0218_A03_S05,4
tc0712_A04_S02,4
tc0169_A02_S05,2
tc0654_A01_S01,1
tc0146_A03_S02,3
tc0155_A02_S02,2
tc0172_A03_S03,3
tc0290_A03_S04,4
tc0416_A01_S01,1
tc0178_A01_S02,1
tc0179_A05_S01,4
tc0232_A04_S03,5
tc0587_A02_S01,2
tc0512_A06_S02,4
tc0330_A01_S01,1
tc0700_A02_S01,2
tc0626_A01_S04,1
tc0069_A01_S03,1
tc0147_A01_S01,1
tc0709_A03_S03,4
tc0533_A02_S01,2
tc0661_A03_S03,3
tc0650_A03_S02,3
tc0476_A01_S04,1
tc0130_A02_S02,2
tc0388_A05_S03,5
tc0722_A02_S02,2
tc0330_A04_S03,5
tc0643_A04_S02,4
tc0570_A03_S03,3
tc0650_A05_S01,5
tc0287_A02_S01,3
tc0573_A04_S02,4
tc0681_A01_S01,1
tc0708_A04_S01,4
tc0585_A05_S02,5
tc0351_A05_S02,5
tc0585_A01_S02,1
tc0585_A05_S03,5
tc0161_A02_S04,2
tc0596_A03_S02,5
tc0486_A02_S02,2
tc0608_A01_S04,1
tc0648_A04_S04,4
tc0035_A04_S03,4
tc0091_A05_S02,5
tc0469_A03_S04,5
tc0644_A04_S03,4
tc0135_A04_S03,4
tc0500_A03_S01,4
tc0290_A04_S03,5
tc0125_A03_S02,4
tc0212_A02_S01,2
tc0649_A01_S02,1
tc0422_A05_S01,5
tc0394_A04_S03,5
tc0324_A05_S03,5
tc0297_A05_S03,5
tc0162_A02_S01,1
tc0520_A04_S02,4
tc0089_A05_S03,5
tc0727_A04_S02,4
tc0587_A05_S02,5
tc0701_A01_S02,1
tc0203_A03_S03,3
tc0080_A05_S02,5
tc0722_A05_S01,5
tc0491_A02_S04,3
tc0620_A02_S02,2
tc0484_A05_S01,4
tc0569_A02_S02,2
tc0027_A01_S02,1
tc0391_A04_S03,4
tc0258_A01_S05,2
tc0496_A01_S03,2
tc0335_A04_S04,4
tc0399_A04_S02,4
tc0176_A05_S02,5
tc0034_A01_S02,1
tc0494_A02_S03,2
tc0467_A02_S07,4
tc0545_A02_S04,3
tc0475_A02_S03,3
tc0533_A01_S03,1
tc0600_A01_S03,1
tc0566_A04_S03,5
tc0461_A02_S01,2
tc0141_A03_S01,3
tc0027_A01_S03,2
tc0214_A05_S02,5
tc0476_A02_S02,2
tc0030_A02_S04,2
tc0625_A03_S02,3
tc0704_A01_S04,2
tc0143_A02_S02,2
tc0392_A02_S02,2
tc0681_A05_S03,5
tc0421_A01_S01,1
tc0156_A03_S01,3
tc0392_A01_S01,1
tc0601_A02_S04,3
tc0459_A03_S04,4
tc0217_A03_S02,3
tc0440_A01_S02,1
tc0453_A02_S04,3
tc0600_A01_S04,2
tc0329_A01_S03,1
tc0267_A05_S03,5
tc0387_A01_S03,1
tc0488_A03_S04,3
tc0473_A03_S01,3
tc0527_A02_S05,3
tc0526_A03_S05,4
tc0271_A03_S02,3
tc0678_A05_S01,5
tc0296_A01_S02,1
tc0271_A04_S02,4
tc0302_A05_S02,5
tc0217_A01_S01,1
tc0233_A01_S03,1
tc0461_A03_S04,5
tc0058_A05_S02,5
tc0393_A01_S01,1
tc0416_A01_S02,1
tc0501_A02_S03,3
tc0501_A01_S02,1
tc0709_A03_S01,3
tc0504_A04_S07,5
tc0602_A03_S01,3
tc0690_A04_S01,4
tc0607_A05_S02,5
tc0389_A05_S03,5
tc0467_A02_S01,2
tc0170_A02_S03,2
tc0476_A02_S09,4
tc0268_A05_S03,5
tc0295_A02_S03,3
tc0473_A03_S04,3
tc0602_A04_S03,4
tc0275_A05_S01,5
tc0578_A03_S01,2
tc0145_A01_S03,1
tc0596_A03_S04,5
tc0724_A03_S03,4
tc0467_A03_S01,4
tc0166_A01_S01,1
tc0143_A03_S02,3
tc0655_A04_S02,3
tc0116_A01_S02,1
tc0385_A04_S01,4
tc0072_A02_S01,2
tc0525_A05_S01,5
tc0025_A03_S03,3
tc0007_A03_S02,4
tc0691_A05_S02,5
tc0603_A04_S01,4
tc0650_A02_S03,2
tc0472_A02_S06,4
tc0136_A05_S02,5
tc0089_A02_S01,2
tc0156_A01_S04,1
tc0718_A01_S02,1
tc0189_A05_S01,5
tc0175_A01_S01,1
tc0530_A04_S01,4
tc0418_A01_S01,1
tc0656_A01_S01,1
tc0155_A01_S03,1
tc0091_A03_S02,3
tc0473_A04_S01,4
tc0677_A05_S02,5
tc0661_A04_S02,4
tc0494_A04_S03,5
tc0335_A05_S03,5
tc0047_A01_S04,1
tc0047_A05_S02,5
tc0573_A05_S03,5
tc0526_A02_S05,3
tc0080_A04_S03,4
tc0330_A03_S01,3
tc0180_A02_S03,2
tc0163_A04_S03,5
tc0566_A03_S04,4
tc0663_A03_S01,2
tc0269_A04_S02,4
tc0497_A02_S03,2
tc0059_A04_S03,3
tc0350_A02_S03,2
tc0381_A01_S02,1
tc0655_A02_S03,2
tc0388_A01_S02,1
tc0596_A02_S03,3
tc0149_A02_S02,2
tc0088_A03_S03,4
tc0296_A03_S03,3
tc0188_A05_S03,5
tc0275_A02_S01,1
tc0498_A04_S02,3
tc0696_A03_S02,3
tc0496_A02_S04,4
tc0247_A05_S02,5
tc0465_A01_S05,2
tc0506_A02_S02,3
tc0025_A03_S05,3
tc0564_A02_S02,2
tc0666_A04_S03,5
tc0171_A04_S03,4
tc0329_A04_S02,4
tc0300_A04_S05,5
tc0585_A01_S03,1
tc0630_A02_S02,2
tc0561_A03_S01,2
tc0472_A01_S03,1
tc0030_A04_S04,5
tc0084_A04_S02,4
tc0222_A01_S03,1
tc0080_A02_S02,2
tc0610_A03_S02,2
tc0131_A06_S04,5
tc0607_A02_S01,2
tc0037_A04_S01,4
tc0662_A03_S04,3
tc0160_A02_S03,2
tc0727_A05_S01,5
tc0069_A03_S04,4
tc0084_A03_S01,3
tc0053_A01_S02,1
tc0650_A03_S04,3
tc0090_A03_S01,3
tc0191_A04_S03,4
tc0146_A05_S03,5
tc0439_A04_S03,4
tc0526_A04_S03,4
tc0526_A01_S05,1
tc0250_A05_S02,5
tc0048_A05_S02,5
tc0170_A05_S02,5
tc0407_A04_S03,4
tc0665_A04_S03,4
tc0583_A01_S01,1
tc0327_A04_S03,4
tc0601_A05_S03,5
tc0525_A02_S01,1
tc0665_A01_S01,1
tc0245_A03_S01,3
tc0147_A04_S03,4
tc0082_A02_S02,3
tc0500_A01_S03,1
tc0161_A02_S02,2
tc0630_A03_S01,3
tc0578_A02_S02,2
tc0487_A01_S01,1
tc0625_A05_S01,5
tc0561_A04_S01,4
tc0628_A04_S03,4
tc0159_A03_S02,3
tc0681_A04_S03,4
tc0627_A03_S03,3
tc0402_A04_S02,4
tc0708_A04_S02,4
tc0329_A03_S04,4
tc0069_A03_S01,3
tc0176_A04_S02,4
tc0646_A04_S01,4
tc0199_A02_S03,3
tc0051_A04_S01,4
tc0034_A01_S01,1
tc0172_A04_S01,4
tc0607_A04_S01,4
tc0586_A02_S02,2
tc0275_A05_S03,5
tc0323_A05_S03,5
tc0030_A04_S01,5
tc0217_A01_S04,1
tc0135_A01_S04,2
tc0487_A02_S02,2
tc0602_A01_S03,1
tc0409_A02_S01,2
tc0170_A04_S03,4
tc0131_A04_S01,3
tc0292_A01_S04,2
tc0713_A02_S01,2
tc0663_A06_S01,5
tc0212_A03_S01,3
tc0596_A02_S04,4
tc0649_A05_S03,5
tc0454_A02_S01,2
tc0136_A05_S01,4
tc0710_A01_S02,1
tc0158_A02_S03,2
tc0159_A05_S03,5
tc0488_A03_S01,2
tc0707_A02_S04,3
tc0461_A03_S03,5
tc0655_A03_S02,3
tc0267_A03_S02,3
tc0620_A05_S01,5
tc0708_A02_S01,2
tc0702_A03_S03,4
tc0709_A02_S03,3
tc0494_A01_S01,1
tc0696_A03_S03,
tc0563_A05_S03,5
tc0649_A01_S01,1
tc0605_A04_S03,5
tc0605_A02_S04,3
tc0126_A02_S04,3
tc0499_A05_S03,5
tc0323_A04_S03,4
tc0522_A02_S01,2
tc0074_A04_S03,5
tc0410_A04_S03,5
tc0164_A02_S01,2
tc0167_A05_S03,5
tc0529_A01_S03,1
tc0076_A02_S03,2
tc0727_A04_S01,
tc0677_A02_S01,2
tc0047_A03_S03,3
tc0660_A01_S05,2
tc0171_A02_S04,3
tc0258_A02_S03,3
tc0461_A03_S01,4
tc0126_A05_S02,5
tc0602_A05_S01,5
tc0690_A01_S02,1
tc0090_A03_S03,4
tc0179_A04_S02,4
tc0437_A03_S01,3
tc0713_A01_S01,1
tc0239_A02_S02,4
tc0500_A03_S05,5
tc0513_A06_S03,5
tc0148_A01_S03,1
tc0284_A03_S04,3
tc0612_A05_S01,5
tc0509_A05_S01,5
tc0409_A02_S02,2
tc0146_A04_S04,4
tc0561_A01_S03,1
tc0430_A02_S02,3
tc0469_A01_S06,2
tc0054_A03_S04,3
tc0335_A04_S01,3
tc0285_A05_S02,5
tc0610_A04_S04,3
tc0037_A03_S02,3
tc0199_A01_S02,1
tc0529_A03_S03,4
tc0550_A03_S03,3
tc0655_A05_S05,5
tc0322_A01_S01,1
tc0454_A03_S02,4
tc0450_A02_S08,4
tc0007_A02_S02,3
tc0713_A04_S03,4
tc0325_A05_S02,5
tc0532_A04_S02,4
tc0070_A04_S01,3
tc0325_A05_S01,4
tc0488_A03_S03,3
tc0182_A03_S03,3
tc0218_A04_S05,5
tc0059_A03_S04,2
tc0214_A03_S02,3
tc0439_A04_S02,4
tc0334_A03_S01,3
tc0295_A03_S01,3
tc0155_A01_S01,1
tc0646_A01_S01,1
tc0144_A02_S02,2
tc0562_A03_S03,3
tc0567_A06_S01,5
tc0578_A03_S03,3
tc0233_A04_S05,4
tc0329_A03_S03,3
tc0605_A04_S01,5
tc0161_A01_S01,1
tc0327_A01_S02,1
tc0362_A01_S01,1
tc0458_A01_S06,2
tc0626_A01_S03,1
tc0516_A02_S01,2
tc0712_A01_S01,1
tc0486_A02_S01,1
tc0360_A02_S02,2
tc0326_A03_S02,3
tc0385_A03_S02,3
tc0325_A02_S03,2
tc0679_A03_S02,3
tc0652_A02_S02,2
tc0467_A01_S02,1
tc0279_A02_S04,3
tc0295_A02_S02,2
tc0217_A04_S03,4
tc0140_A03_S04,4
tc0048_A01_S03,1
tc0583_A05_S01,5
tc0590_A02_S02,2
tc0218_A02_S05,2
tc0195_A03_S01,3
tc0269_A05_S01,5
tc0025_A04_S04,4
tc0300_A03_S01,3
tc0604_A02_S01,3
tc0397_A02_S01,2
tc0153_A05_S04,5
tc0661_A03_S01,3
tc0399_A03_S01,2
tc0679_A05_S03,5
tc0335_A05_S01,5
tc0048_A02_S03,2
tc0329_A01_S01,1
tc0191_A01_S02,1
tc0607_A03_S04,4
tc0551_A01_S02,1
tc0628_A04_S02,4
tc0171_A02_S02,2
tc0084_A04_S01,3
tc0394_A02_S01,2
tc0087_A01_S02,1
tc0343_A04_S01,3
tc0431_A03_S04,4
tc0550_A01_S02,1
tc0182_A02_S01,2
tc0076_A01_S02,1
tc0025_A04_S01,3
tc0284_A01_S01,1
tc0662_A05_S01,4
tc0703_A03_S01,5
tc0285_A02_S01,2
tc0648_A01_S01,1
tc0533_A02_S03,2
tc0047_A03_S04,3
tc0160_A03_S03,3
tc0696_A04_S02,4
tc0488_A03_S05,3
tc0058_A04_S03,4
tc0439_A04_S01,4
tc0199_A04_S02,4
tc0189_A01_S04,1
tc0287_A01_S04,2
tc0072_A05_S04,5
tc0214_A04_S02,4
tc0352_A03_S01,3
tc0186_A01_S02,1
tc0641_A02_S02,4
tc0176_A01_S02,1
tc0137_A04_S02,4
tc0296_A01_S04,1
tc0195_A03_S02,3
tc0493_A02_S03,2
tc0494_A03_S02,3
tc0487_A01_S02,1
tc0681_A03_S03,3
tc0080_A03_S02,3
tc0163_A03_S03,4
tc0329_A05_S02,5
tc0137_A01_S02,1
tc0091_A02_S03,2
tc0273_A03_S06,4
tc0385_A02_S01,1
tc0528_A01_S03,1
tc0143_A04_S05,4
tc0660_A04_S01,4
tc0719_A01_S04,2
tc0176_A03_S04,3
tc0051_A02_S03,2
tc0603_A02_S02,1
tc0601_A03_S03,
tc0699_A02_S01,2
tc0664_A01_S02,1
tc0089_A01_S03,1
tc0132_A03_S01,3
tc0007_A01_S04,2
tc0566_A02_S03,2
tc0035_A05_S02,5
tc0170_A01_S01,1
tc0180_A05_S01,5
tc0334_A01_S02,1
tc0160_A01_S03,1
tc0399_A01_S01,1
tc0516_A01_S03,1
tc0163_A03_S02,3
tc0472_A03_S02,5
tc0297_A04_S03,5
tc0047_A03_S01,3
tc0299_A02_S04,4
tc0179_A01_S01,1
tc0331_A05_S03,5
tc0138_A01_S01,1
tc0389_A05_S01,5
tc0324_A02_S02,2
tc0142_A01_S02,1
tc0074_A02_S04,2
tc0086_A05_S01,5
tc0531_A02_S01,2
tc0295_A05_S03,5
tc0116_A01_S03,1
tc0152_A05_S01,5
tc0510_A02_S05,2
tc0074_A05_S02,5
tc0222_A03_S03,4
tc0186_A03_S03,3
tc0520_A01_S03,1
tc0651_A04_S04,4
tc0625_A01_S01,1
tc0169_A04_S04,3
tc0220_A05_S04,5
tc0159_A03_S01,3
tc0528_A03_S03,3
tc0566_A02_S04,3
tc0220_A01_S02,1
tc0267_A01_S03,2
tc0143_A05_S02,5
tc0135_A01_S03,1
tc0188_A04_S03,4
tc0334_A05_S03,5
tc0696_A01_S03,1
tc0146_A01_S03,1
tc0007_A02_S05,
tc0501_A03_S02,5
tc0269_A05_S03,5
tc0718_A05_S02,5
tc0175_A04_S03,4
tc0485_A02_S03,3
tc0292_A01_S05,2
tc0661_A05_S01,5
tc0678_A03_S02,3
tc0654_A04_S03,4
tc0088_A05_S02,5
tc0429_A01_S03,2
tc0388_A04_S01,4
tc0350_A02_S05,3
tc0343_A03_S01,2
tc0293_A01_S01,1
tc0629_A02_S02,1
tc0488_A05_S04,5
tc0703_A02_S01,3
tc0259_A03_S05,4
tc0275_A01_S02,1
tc0707_A04_S01,4
tc0178_A02_S02,2
tc0709_A01_S01,1
tc0145_A04_S02,4
tc0141_A05_S01,4
tc0287_A02_S04,4
tc0520_A02_S03,3
tc0328_A02_S01,2
tc0708_A05_S01,5
tc0658_A03_S04,3
tc0541_A02_S03,4
tc0285_A02_S02,2
tc0436_A05_S01,5
tc0563_A03_S02,3
tc0269_A04_S03,4
tc0530_A04_S02,5
tc0048_A05_S01,5
tc0266_A04_S04,4
tc0061_A05_S02,5
tc0393_A05_S03,5
tc0690_A05_S02,5
tc0212_A05_S03,5
tc0172_A02_S04,3
tc0034_A02_S02,2
tc0473_A03_S03,3
tc0293_A02_S03,4
tc0030_A01_S03,1
tc0161_A03_S03,3
tc0091_A05_S01,5
tc0180_A02_S02,2
tc0706_A02_S01,2
tc0233_A02_S03,2
tc0461_A02_S03,3
tc0594_A05_S01,5
tc0201_A03_S02,4
tc0325_A02_S01,2
tc0688_A01_S02,1
tc0725_A04_S01,4
tc0127_A01_S01,1
tc0191_A05_S01,5
tc0646_A05_S01,5
tc0646_A05_S03,5
tc0431_A04_S01,4
tc0035_A04_S01,4
tc0393_A03_S03,3
tc0701_A02_S03,3
tc0506_A03_S02,4
tc0362_A04_S02,4
tc0120_A03_S02,3
tc0039_A01_S01,1
tc0652_A01_S03,1
tc0170_A03_S03,3
tc0694_A03_S03,3
tc0399_A05_S01,4
tc0188_A05_S01,5
tc0343_A02_S01,1
tc0651_A02_S03,3
tc0497_A04_S01,4
tc0189_A04_S02,4
tc0037_A03_S01,2
tc0034_A03_S03,3
tc0302_A03_S01,3
tc0180_A05_S02,5
tc0217_A02_S03,3
tc0485_A04_S01,5
tc0351_A05_S03,5
tc0469_A01_S08,2
tc0352_A04_S01,
tc0566_A05_S03,5
tc0580_A01_S02,1
tc0586_A02_S01,2
tc0332_A01_S01,1
tc0088_A02_S01,2
tc0526_A05_S02,5
tc0148_A03_S02,3
tc0698_A02_S03,2
tc0362_A05_S03,5
tc0156_A02_S03,2
tc0665_A02_S02,2
tc0386_A04_S01,4
tc0691_A03_S02,3
tc0664_A04_S02,4
tc0694_A04_S01,4
tc0585_A03_S03,
tc0157_A05_S02,5
tc0299_A02_S02,3
tc0465_A03_S03,5
tc0214_A01_S01,1
tc0296_A02_S03,2
tc0069_A05_S02,5
tc0666_A04_S01,4
tc0491_A05_S01,4
tc0059_A03_S03,2
tc0588_A03_S01,3
tc0422_A04_S05,5
tc0573_A02_S04,2
tc0394_A03_S03,4
tc0722_A05_S03,5
tc0196_A04_S02,4
tc0177_A02_S01,1
tc0294_A05_S03,5
tc0073_A05_S03,5
tc0134_A04_S01,4
tc0622_A03_S04,3
tc0125_A02_S03,3
tc0388_A01_S01,1
tc0485_A02_S02,2
tc0217_A05_S03,5
tc0138_A05_S01,4
tc0520_A03_S02,3
tc0704_A03_S02,3
tc0627_A04_S03,4
tc0360_A03_S02,3
tc0125_A03_S04,5
tc0620_A04_S03,4
tc0626_A02_S03,2
tc0145_A03_S01,2
tc0227_A03_S01,4
tc0361_A05_S01,4
tc0087_A03_S03,4
tc0612_A01_S01,1
tc0602_A01_S02,1
tc0594_A05_S03,5
tc0459_A03_S01,3
tc0135_A05_S02,5
tc0245_A04_S01,4
tc0588_A05_S01,5
tc0467_A02_S04,3
tc0592_A02_S01,2
tc0143_A02_S03,2
tc0484_A01_S01,1
tc0623_A05_S03,5
tc0605_A02_S01,2
tc0138_A01_S02,1
tc0561_A03_S02,3
tc0001_A04_S02,4
tc0051_A05_S01,5
tc0386_A01_S03,1
tc0469_A02_S01,3
tc0454_A03_S03,4
tc0567_A03_S01,3
tc0070_A06_S01,5
tc0030_A04_S03,5
tc0058_A02_S02,2
tc0184_A03_S01,2
tc0584_A03_S02,3
tc0080_A01_S01,1
tc0550_A04_S03,4
tc0292_A03_S05,5
tc0402_A03_S02,3
tc0586_A04_S01,4
tc0190_A01_S02,1
tc0215_A03_S02,4
tc0701_A03_S01,4
tc0329_A04_S04,5
tc0172_A01_S02,1
tc0650_A02_S01,1
tc0352_A02_S03,2
tc0603_A02_S01,1
tc0239_A03_S01,4
tc0290_A03_S01,3
tc0187_A01_S03,1
tc0181_A05_S02,4
tc0179_A03_S02,3
tc0476_A02_S03,3
tc0233_A02_S02,2
tc0590_A05_S01,5
tc0540_A02_S03,3
tc0678_A04_S01,4
tc0712_A03_S01,3
tc0070_A01_S03,1
tc0627_A02_S01,2
tc0143_A04_S01,3
tc0305_A02_S03,3
tc0562_A03_S01,3
tc0661_A03_S02,3
tc0436_A03_S02,3
tc0407_A02_S01,2
tc0091_A01_S03,1
tc0126_A04_S02,4
tc0440_A03_S02,3
tc0648_A04_S02,
tc0381_A02_S01,2
tc0385_A02_S05,3
tc0324_A05_S01,5
tc0133_A05_S01,4
tc0440_A02_S03,3
tc0259_A05_S03,5
tc0352_A02_S02,2
tc0168_A04_S05,4
tc0475_A03_S01,4
tc0144_A05_S03,5
tc0189_A04_S03,4
tc0513_A05_S01,3
tc0628_A02_S03,2
