subgenre,binID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
novela de tendencia subjetiva,0,0.024802522892196692,0.010749753301097984,0.007297802630037441,0.005163073750138427,0.028830856550572364,0.009471286673573057,0.00420432229606863,0.0021094945056117013,0.002922224811745146,0.032898675752075425,0.0175247113060785,0.10597254306383107,0.01657451577225089,0.027471553696859316,0.004987564979156713,0.006772672611983243,0.0044672232653298,0.024962866153509233,0.003052203510544261,0.040850267252780466,0.007212211844250458,0.005903435541602821,0.004436085480512645,0.006300994508086221,0.01546926081718976,0.0010695454775509327,0.03345727248887565,0.012452299965145313,0.0034902610597464245,0.021355627808151017,0.01074106529069428,0.00729227117553951,0.01667059651590779,0.0014629240189666633,0.0020274636108864206,0.008116394376382365,0.00497498005497446,0.006624063921635101,0.011780421264609355,0.012629610636560798,0.024027004824560553,0.004271986024433127,0.031163047405497912,0.0010950429237741,0.007563960999263817,0.051218926141707456,0.006075421264612738,0.009539178463530288,0.0031739297223539764,0.0196436761503378,0.022961032271780632,0.013338868202968816,0.016336339234139474,0.058540999069745456,0.0008200542116344573,0.0013462249420000795,0.006151392724294325,0.0120716565806617,0.017310854430692288,0.009056727180223665,0.019153326091001857,0.008738629069483295,0.000678406684308448,0.005529854376966455,0.010314350200530592,0.005617147007306037,0.011165858008234324,0.004249265756227783,0.016528129515864253,0.007155073898393765
novela de tendencia subjetiva,1,0.01971819578721985,0.01772800070678385,0.006962037284591398,0.0029046574743639927,0.027468997372270744,0.016292675285242808,0.009373852477574275,0.001564258861061756,0.004623459681962365,0.03227905027835034,0.019083105646381816,0.09400994788947556,0.02982134010895785,0.03313891660526725,0.011137311097839055,0.010656075859643803,0.006770670816918257,0.01761995269594638,0.005513340010489157,0.03378949597067375,0.0048299311744581085,0.007501816442091475,0.003935729242891268,0.007330462123111932,0.017286046893054872,0.002303515562970151,0.015420898446575676,0.013396068335133479,0.00173033340745455,0.01565712716304275,0.004167911816715761,0.008813171618867018,0.013105461307607213,0.001195635824688933,0.00041723087117419446,0.015632226090357505,0.017974753947993707,0.011510066364509663,0.006238402989999839,0.01736073243296631,0.025321291878747976,0.007465246285540978,0.020345302304266212,0.0005442012429325175,0.005432790144885596,0.05912904305259137,0.009544609189929474,0.01278409478471116,0.0061654004131792605,0.018339989719619032,0.014074654706082424,0.012510839837803503,0.008489486426858067,0.043211282344879996,0.002130280925739749,0.0006065736902109957,0.006346710353962654,0.0068349460782246955,0.0219226453015187,0.0021100421132801642,0.012722749936400466,0.01339882486451379,0.006148438695597305,0.01363874986800943,0.011456357984969544,0.005602771257143286,0.0052279861424037646,0.005622077233240937,0.021380161846077776,0.0147637095462152
novela de tendencia subjetiva,2,0.020098439272006795,0.010526661732374766,0.008085773038096739,0.0014687638993291841,0.029238382487786603,0.0068720092532210475,0.0027366135530366028,0.0010062793797022125,0.0034056735022403198,0.038478909044734486,0.015960186463291698,0.11150060516899461,0.03169278652551115,0.05070914197262277,0.01959445700873471,0.002946367180703645,0.010263322644170014,0.014771884778268863,0.0020338466525581665,0.02701380611809268,0.009026784842093903,0.009146801732808182,0.005008740821070676,0.0068827154582813375,0.010524236966170452,0.0027907401042380387,0.02694637064769983,0.018981633975144192,0.0037723835334674337,0.0116184538740632,0.006848563801308937,0.008692311792351701,0.008114950225736125,0.003870746927278496,0.0019368254114290819,0.010405200382234317,0.009567751990040221,0.009447779550254524,0.006671786230556262,0.028097208252885263,0.020788401054380203,0.010399004504037248,0.017467270518610734,0.00029212462276791606,0.009421507516673757,0.04770348171132747,0.0058586241742729014,0.008370850591124602,0.004889944942654261,0.013530726361019287,0.02782700433839799,0.01376516179723895,0.007996990044114615,0.04488929563538193,0.002035095196652457,0.0028515725717385295,0.0039195633444954235,0.005849358750245771,0.012056200649475678,0.004388997302635986,0.017333805285729073,0.010983425321966604,0.0026203222213596875,0.0039625784129275615,0.012278866888045043,0.008855051440758523,0.005465074091339665,0.0034996936836536466,0.0261665492649233,0.017333827280407634
novela de tendencia subjetiva,3,0.014607950621695509,0.012491316274452548,0.012596076491492227,0.000596442761613526,0.029822568795704607,0.006358637001990364,0.008055300017078063,0.0010353890438004585,0.0029154029189372675,0.0383170559946367,0.02041609195427941,0.09889408646618213,0.029719989966354162,0.029595925473727972,0.021488742339558987,0.0076358527839985625,0.008761393703106973,0.00778936968863089,0.0030322307141296095,0.012848970377206467,0.013433628952939732,0.008784336345728866,0.0020404303959579034,0.0065630504565938955,0.006690407702468655,0.003075654502961839,0.027918047324921685,0.011225537754968153,0.0006163643749411224,0.020089747447083327,0.005120625848346022,0.009649475726696404,0.013567424106743985,0.006533115130208148,0.0031228871716855234,0.018610436033874814,0.01443094284270705,0.010789854182181197,0.014212701540368645,0.009275158455490635,0.030146046679593974,0.0006892055053185343,0.019763208310421523,0.00011857205465973205,0.006153283616221181,0.0594263494611553,0.01317956052603069,0.006768680037564333,0.011731544308745902,0.019693773721722756,0.00723194596630746,0.01433047176289294,0.005247096685418704,0.05281632238519752,0.0022232329309033907,0.001516659044762627,0.013146165465424095,0.007531478717300008,0.011003218550767873,0.003855879844988563,0.013077670342474382,0.008741615395096117,0.0,0.004640187307831996,0.0424552996793576,0.005633097945410888,0.005586329221534452,0.003535259612879439,0.02344902165148897,0.012134310997399143
novela de tendencia subjetiva,4,0.023451163386291923,0.014448832725096714,0.012450941305843758,0.0014359305573161396,0.029261576028877686,0.009746711348308776,0.0036416536956605182,0.0037442415107277797,0.003939855476665492,0.04784605598122937,0.018893026469420333,0.09582085413273554,0.04146708662111236,0.02738680928614819,0.014487728625627415,0.0031755943837604677,0.0034820337155016313,0.01225589172173634,0.006155901164053907,0.009728527589438285,0.005398025833128501,0.005096011647847881,0.003307304491666377,0.011524849982010319,0.009892703803552779,0.0012989394197909874,0.02652253643511415,0.012476824157391658,0.002272331710850621,0.020608561551890434,0.011095794972369927,0.005891986849925119,0.006084509207999959,0.005614118296966256,0.0005778698813460106,0.013958986514549245,0.00910018761761438,0.010167544287201806,0.023804312113111153,0.023038750107543724,0.02346279894505331,0.003855484519150633,0.029443060785373995,0.00011991687945542871,0.009319181767347178,0.0641330435623821,0.006996009386133169,0.007542544096325924,0.0028241995528480307,0.016001499097219065,0.027235630620754684,0.007624244773268145,0.01401973322668919,0.04017057427222221,0.0056519706085836575,0.0015472434646577108,0.0027212049990083726,0.003294222022027353,0.0077044826944348,0.0024149199344307777,0.013252965540656914,0.009623979362039242,0.0022871687909981346,0.0067240681114599694,0.016394533347385883,0.009681168864669432,0.007250934345036462,0.005881415199768675,0.014949245368718063,0.02557332888197698
novela de tendencia subjetiva,5,0.01517551284156638,0.01437692972461419,0.012280881614346895,0.0020684400405978696,0.049766698729825136,0.011290563429359258,0.004011173845216342,0.000622033278299108,0.0037436157103443485,0.04052061374401536,0.021970591926943093,0.12173184672773214,0.03152282135853812,0.047181968872689474,0.0077222121942252695,0.012930047111095381,0.0054972350395915545,0.015663062578567376,0.005436938729110929,0.007171663016800185,0.007624218462381114,0.006966388488233769,0.004451926846083671,0.00659943881856869,0.014460454807304249,0.001461599797568437,0.029180670123547522,0.01005133177713689,0.006899840193106378,0.010963315642998378,0.008327061872785048,0.004601633704960545,0.007101451318588332,0.0029069057268914025,0.0009645696582452141,0.015654900524733503,0.007082749668634436,0.005740960442211449,0.0053961144534633776,0.010693248177093112,0.013566911410838182,0.0055199297821343606,0.03202478294160772,0.0003636031581818807,0.011529162621751519,0.04926148703330949,0.004202929801912651,0.009156022373753554,0.002177389138193152,0.017681641126200864,0.013194841301569287,0.014437460528023463,0.017865412245200323,0.04543289640414866,0.002796463841451115,0.00273284668259504,0.010608150956185886,0.008636542289749385,0.014169607665232021,0.004163351336125507,0.018632931225573208,0.008502273910349037,0.0032967981177069467,0.005850179013276707,0.01140840310257358,0.004326188198387688,0.005247406788220125,0.0005881648827084734,0.01890796110244406,0.02358345918400979
novela de tendencia subjetiva,6,0.01944348331396299,0.020690381833755104,0.015022032934018012,0.006532448509514725,0.02920686686660014,0.008238901092006787,0.0026639135507043506,0.0018894830868484281,0.0006174925492119553,0.039796798274951965,0.016671641811871994,0.10441064879156545,0.030164288048389994,0.03799848738360917,0.013513577593035588,0.007917969896879297,0.004480449981681784,0.01595499030819051,0.002446359822527835,0.009614374057327315,0.005420871522963339,0.020918803600585283,0.006864335335172138,0.004712684234467605,0.006174449756003822,0.0019176740527464364,0.02770876502499681,0.011441930784610447,0.00792341785577568,0.019361501374298516,0.004324227163998356,0.008524304325682325,0.007991564110333221,0.0032567321551832703,0.0005923417053223202,0.012854506507261202,0.014575189339214313,0.006222419527727884,0.00906457892933709,0.023667524514913368,0.01309444785869097,0.0017683866828254644,0.03019362956845094,0.0,0.011279572589617495,0.07020373238493094,0.009986857250968382,0.004078046970592405,0.0064140277492587714,0.01811686596103748,0.023750066112157475,0.012897600519296377,0.01850929869657045,0.03426779351248718,0.0023914272748753224,0.0015130389993339704,0.008700362044740815,0.0058973461727988286,0.010764999608363727,0.002589083023793285,0.01464078562221191,0.007956890923921548,0.006469831872366337,0.0035353469328505034,0.012573058234826266,0.009517270524639618,0.003594474611926836,0.002948260140303359,0.022309135601951344,0.017100443679812706
novela de tendencia subjetiva,7,0.010628283889448708,0.01702361006630677,0.014987166219268431,0.006479373224778574,0.04598209230333678,0.003202296158972759,0.0030166210305390207,0.0030328879020466207,0.011230929336537956,0.052531869517994906,0.012676542766179636,0.09796344939248529,0.037374245362946534,0.052566475389064976,0.018353142659036568,0.0032586822046785065,0.0018654128065289845,0.015222276676384013,0.004204591587959796,0.005091011819066446,0.006047791674900929,0.007160136178902129,0.005665809324183255,0.015109979163045432,0.010219059120443883,0.002046482010784698,0.02785794286894639,0.009747084452771832,0.005680419559747381,0.017656020416565485,0.004873091678932304,0.013933935835989397,0.010890278586416306,0.0012785150996257226,0.0008936597246370612,0.012888465193062176,0.01466707583462508,0.012369956478109113,0.008672064201109825,0.013133185376906623,0.012792734086972408,0.002810430225427719,0.0334813747732156,0.0003940442716385491,0.010252177137201203,0.05474265751168588,0.006314777826310373,0.004587276649578688,0.005774737890809657,0.026542334399960572,0.012031038772947429,0.017104042919427655,0.005362212907802118,0.018159766410501314,0.007268591172979645,0.005155497388339742,0.001049628388568139,0.00842236038018856,0.021451298826888024,0.00205094357067066,0.028244075754363367,0.008380255398035084,0.002343388674562085,0.0035363709077393985,0.011658270165875397,0.003283402380289962,0.00495805797728984,0.0028835547674118094,0.017315434077366753,0.022160879166771764
novela de tendencia subjetiva,8,0.009466300820314013,0.02288571693620558,0.01571003931766241,0.006395239094058883,0.03563464101298011,0.010203502376491745,0.0025064069143561156,0.0019998139863703925,0.003611347939393962,0.043182920264504224,0.018857199066133732,0.0982555427239033,0.029995966577276177,0.05344449178849489,0.012235833337579664,0.004774238864507351,0.008101552201088621,0.009767879693594644,0.0016361340335276546,0.010001299105442398,0.008906262233993678,0.010401614841810666,0.0025244545269824587,0.006336025968643653,0.007714508460284463,0.0011971163552129019,0.02903481163547776,0.006760976946589123,0.0038762113137581302,0.011230774987608385,0.0020630594914367796,0.0067706880127031965,0.006924233344608194,0.0014720711309539835,0.002420590088760339,0.011354637004926888,0.022975767401582862,0.010903597599910629,0.0067881513186149045,0.023818061035681404,0.023246247290463345,0.002547123799075037,0.0351679673653349,0.0025570279174903514,0.005049043368991889,0.06005459784585708,0.010585563371231543,0.003840688486124093,0.01652292123363916,0.02729917778138795,0.007421361081729144,0.008382991343343376,0.009441534883733917,0.029367390000509527,0.0004359573354573363,0.012203037820372017,0.008915672310968688,0.0037694536066587986,0.01232111421118976,0.005141493527500031,0.02165164443998239,0.005256428254048091,0.007245603070399159,0.0032372643577766574,0.016795011035209976,0.003422011972677227,0.007427673582062314,0.003308416620525626,0.023377107583387118,0.01938158509561397
novela de tendencia subjetiva,9,0.017143257912750103,0.014935194683306187,0.01591385577296649,0.00883976593239676,0.03557684092564393,0.0036128597205095357,0.00936844508960327,0.004240383480116969,0.0034732857217914166,0.04691322283123386,0.016031156876172337,0.11059285009736196,0.041103358730338505,0.016090270725547046,0.03227063974051027,0.005768976990993463,0.004092187634402132,0.017592839068233505,0.010398244956934241,0.01108324912716501,0.00961135948889646,0.004746799567572397,0.00462380533146587,0.014030886142374835,0.012627136253130332,0.003927189040085641,0.019723501051875442,0.011222678476908462,0.005211931520615556,0.013412682091120011,0.007781840294487603,0.006896780563528745,0.007149255202579769,0.002585335250936576,0.002058212071850215,0.016025472570888374,0.010425433250697308,0.005607182088841721,0.006752698831659141,0.0202360495822348,0.024377879877828745,0.001839284614809781,0.030196669545491217,0.0007674420715786135,0.008124859187790183,0.05350718288097006,0.0074112302796645,0.007112459792643054,0.0057819298057280024,0.01942573337578307,0.02612640189057786,0.014691159871944416,0.0020979133244594054,0.024588023445903925,0.0022019822758226463,0.0014065410001034668,0.004144498885484789,0.006743164573988869,0.006304506212836486,0.003303104421616493,0.021194190841601953,0.007451921446460403,0.002188839869201763,0.008582754424589974,0.02728855081779527,0.003777421053136965,0.008275266876548242,0.002363508471770519,0.02018963538909367,0.01642009755732885
novela de tendencia subjetiva,10,0.007571644469489519,0.015222294172151998,0.01780087535427426,0.01358671650198303,0.04557360324189938,0.0085224515012962,0.0008437250906137379,0.0015463839586796263,0.01257859643804317,0.05847573346368904,0.013427292756942379,0.11787412780603711,0.028107114924588616,0.052912960988031374,0.009295004036267526,0.006801914680016622,0.014673195167449915,0.010874934465104291,0.006667181262175308,0.0018823199798981471,0.007440154351732694,0.0024411123737085,0.004856743592900111,0.009037490300178171,0.008882403755282384,0.001304428571607543,0.021719169258543086,0.005106144605061802,0.0076781462685590095,0.027523647326857886,0.00791022717002099,0.004876797209280704,0.00450582657263004,0.0037946629732675615,0.0025331696813507393,0.011567032879018007,0.007991923589863668,0.005287619620689417,0.006285202283746174,0.0227817728998564,0.018608240490769517,0.007932552646769371,0.021026129470850887,0.0019084220160427907,0.014560492242287327,0.06290254809722588,0.007406196293902962,0.0050871814276314455,0.004806329171477016,0.027142010190885926,0.009637223838861496,0.00999556444662062,0.002509559886365432,0.01965268562015553,0.00313587664634362,0.0022986742810218084,0.005243633389312166,0.00908357104663959,0.005798217922108558,0.004514244952684094,0.008835768815390365,0.006547291058719167,0.002281050762940212,0.009801380285799507,0.027909595014016356,0.005806837866217095,0.00916306407876595,0.0045045689126500706,0.016307825016517816,0.024918319945438406
novela de tendencia subjetiva,11,0.015476085835571035,0.013648451545714894,0.015605229975993394,0.018768857007518167,0.03909060496814055,0.012835825236297614,0.0037447748869687022,0.003012567732197967,0.015593159442164994,0.06371495786909458,0.014857327605179715,0.0907017694187222,0.031335901622940344,0.048869198084920365,0.028867866050027394,0.002168921101686837,0.0072874181969977345,0.01720487098086356,0.002620286101093613,0.010830034309281358,0.007151149581522468,0.009342035787818056,0.003081678679959752,0.010783668519085304,0.01521283802182944,0.00038384710109373623,0.024605689375755285,0.01359009196925221,0.004286637038993614,0.011203340012377784,0.015282346832430745,0.0038283934337894317,0.004060616740667189,0.0020802825282776024,0.0016978305018372172,0.020192366175774367,0.008176545449083701,0.0045918262795485,0.004092574437064521,0.017041368427474474,0.0211096125759222,0.004874605527076856,0.029780272079477726,0.002271036212328016,0.010971453075751652,0.0655727164343458,0.004326772693846801,0.0036174052400498465,0.009182472763912673,0.01358669901735744,0.012539376257067076,0.010505192870540025,0.002386024625535621,0.027564000718639098,0.00031825251394002865,0.0025572565786010706,0.0029686126316283003,0.0024512506752937787,0.006579505728780089,0.0025570270705276075,0.009655391195419473,0.0068126158747681,0.000693556903389165,0.0036200096489931734,0.018308001203896036,0.008011965851274087,0.010333445854743838,0.004152792235470777,0.014330070634887275,0.02869115122625626
novela de tendencia subjetiva,12,0.01600313558698817,0.008928170246456861,0.009500949020095812,0.005469839038441075,0.0376816336007164,0.00556373081780417,0.003625121271464491,0.0012221717447318222,0.01731259796231183,0.045864925027808895,0.015619281538271482,0.10338128340840089,0.03721675520562665,0.025013001472801683,0.02103551159710357,0.00038564278455684457,0.009442299383371352,0.015926095960701697,0.012037853643953895,0.014537565754844075,0.00805882344205937,0.00889406105850029,0.004096963912025796,0.013108038464627395,0.006096794906801655,0.0026309785122040205,0.03565760773727584,0.012236256226965609,0.004367218296516722,0.009317410200835359,0.01005156664988189,0.001729324381837526,0.009987788826487461,0.0010557752658076642,0.002209900812945012,0.0159152902186629,0.007336919569061081,0.00988042523936151,0.0036741997161338926,0.02288840621184764,0.015857519353618878,0.006612215813965185,0.038376118602145376,0.0009699494134139357,0.012609723560052475,0.07122835387038155,0.010451006230180058,0.0016243160471951846,0.0034183210315076045,0.02904890577237194,0.011663625493787024,0.007946161975820014,0.00820967035069388,0.03200084305923336,0.0023982802024105875,0.002135542838982675,0.004817732420460717,0.0037173123356514836,0.011064591074979079,0.004890692447855456,0.011759634783487774,0.00925376323465904,0.0017449724171962793,0.004461663656968986,0.015965066547954643,0.008609933205398518,0.009984700275806887,0.0024439327301656482,0.018456518052341588,0.020129542482709095
novela de tendencia subjetiva,13,0.022614226587324225,0.01639671031824773,0.008738946167272945,0.007330794163392185,0.03804553323729703,0.006903803386934917,0.003604486298552956,0.0038053104898634334,0.0071601277433575245,0.04506861400476409,0.010770002882822365,0.10627135245555595,0.033961588083384925,0.032579365078059266,0.018196313584140915,0.00849722132669059,0.01041590279308915,0.00885088357568514,0.005269822794800286,0.011048939847629717,0.0059413744694301555,0.004651340652270478,0.0026008340493573795,0.015604099446063828,0.007479309621580442,0.0002061042622304755,0.031254954553498956,0.015661674799745104,0.009315096804041467,0.015454314084128234,0.010114205259670349,0.004945035612052622,0.009351173099996462,0.0003591289144843842,0.001523022317614146,0.014361688950414248,0.012822905922870503,0.0039803002357955575,0.005930808356663745,0.02202542280586067,0.012035910094875417,0.010329066922466072,0.029200182893940302,0.005159145058065652,0.01047447329174003,0.05912672766960575,0.010206880066192043,0.003148484502286445,0.006161918471247599,0.0148870134765994,0.016583822486717657,0.004077660152786133,0.011362595925535807,0.03354528773188996,0.0022574841266176666,0.0024410849822953857,0.004713653727436067,0.005953896723210271,0.006072275767994947,0.004237043968641836,0.013630931395674591,0.005584820331752366,0.005167088076745421,0.018551993474372377,0.02374626471634038,0.00424793286137108,0.0033120281178221746,0.0010781911110370659,0.021118286310387917,0.02912565891559117
novela de tendencia subjetiva,14,0.013385975506467324,0.01849887999389876,0.023707728190627126,0.002360655073587607,0.0421182171905185,0.0012798672930168257,0.004747068552305861,0.0019036362199991144,0.01238545324657435,0.048289600161154134,0.011522594168685186,0.08674048648707203,0.04919439552370929,0.028017564927015137,0.028389413706283832,0.0016034816390995033,0.006785397856938722,0.009531450125200796,0.0005589015315337467,0.006473197114824757,0.004289602790240293,0.008297961930863993,0.0057950538616790516,0.00960915522475048,0.002059992940837876,0.0035476975376652863,0.025761008512298275,0.009281205933497034,0.004072619730224816,0.019562876948996853,0.0065272866127048705,0.0083330562600808,0.010013824889582239,0.002780039929330352,0.00030886227406725795,0.022751654625998836,0.007095671861179775,0.008490230035809069,0.005932188635432439,0.024751775456451804,0.009542902931393161,0.012804168047144057,0.029814866541571717,0.0,0.012042705162573015,0.055394137440197076,0.004171423251876753,0.005621498598397878,0.01519314807989749,0.014323585401284887,0.021703175339010835,0.013561400180577943,0.006300784401844712,0.03349954670797927,0.0007758484659110029,0.0016595012590862332,0.0048942825313374625,0.010364279544436052,0.017634990758903644,0.005245279345448708,0.002699533769626191,0.010021083023550752,0.00028977942835254396,0.010582173274166025,0.02422154732921552,0.003892864406850381,0.013691562045215941,0.002976364495091332,0.017858664770980467,0.022595586706333777
novela histórica,0,0.017661649368802875,0.014857745386428861,0.00790800105533428,0.0031016709281564557,0.027504079161051853,0.0029388388449399032,0.013867442063608463,0.007584508761651936,0.03714222095371353,0.04239465294727514,0.01821130813600728,0.025254534010033358,0.03437657319495076,0.02594728486590037,0.010598633774231014,0.0022160802913233175,0.0011311090695657828,0.023866044638737347,0.03306570150094519,0.006822631307936978,0.008569842127456128,0.004092112161410837,0.008141450979371906,0.008200429651739758,0.00909507622985253,0.005441972650621712,0.025211948775675237,0.020117945862849228,0.0016598767160732695,0.0062794029823635186,0.007064479077881908,0.0021476576599253694,0.00742364535638899,0.006794337726783844,0.0015745158293954558,0.013286057586668164,0.008003055611470085,0.00811522845848495,0.0068719038637955745,0.013780454666738712,0.032395460721756905,0.013955942153095672,0.049643978465969976,0.013766624520831931,0.022502310195764808,0.012224204114065284,0.0033457245224499947,0.008579949601500584,0.006130606449412566,0.023966593006867962,0.045556345464492276,0.009169099560191466,0.010469043096140392,0.026900155967804193,0.0013674814126389363,0.033217557559784276,0.0032047636585084242,0.048005665385451056,0.012197003112151236,0.004041602162283988,0.0009243295577659706,0.012623168743247083,0.002284390678403057,0.0017514170460536998,0.019583559903967113,0.005202566197020896,0.004665978994650072,0.005477734456279134,0.013654165794127593,0.007287742253752977
novela histórica,1,0.01999179032996151,0.018748929110612364,0.011625064139606952,0.006844001018205085,0.028583624487426695,0.003773548674888744,0.011502371945864827,0.00826447687838281,0.04221745741436238,0.07213664921678853,0.014718690955170638,0.024248578974551634,0.03282764776690235,0.017848402548487338,0.006419935377045831,0.004765882508384005,0.001604325729845231,0.014954779306301428,0.02344255328875161,0.007737861829558152,0.011143390372021694,0.004690594035510762,0.0045129841576855645,0.014194559435323568,0.006925094648729399,0.00595974038187476,0.026299836599873727,0.02287617855709535,0.002182927571834908,0.012124533785279744,0.0021808930397825394,0.01009761353897607,0.007537088633898037,0.010167108941430691,0.0013225602283459597,0.012031095493896271,0.011158056555250177,0.008358031450693219,0.011975485978533526,0.007684660325732313,0.017489794057167336,0.008415300879748115,0.03699690877018224,0.015830142550731778,0.008936421282202392,0.022313137681563174,0.0031508465876600947,0.013194223402823831,0.003982133731207819,0.03198495579872096,0.02014475418612209,0.00447067983199681,0.0011396867121801202,0.03767654895664232,0.0016843027333266177,0.02720196742376029,0.00561688478518983,0.03315731518118695,0.01279659664021493,0.004297668494306252,0.013583437483011591,0.010866397214038113,0.009077028578928,0.004159025422101729,0.020439553989260232,0.011777385949041543,0.0013985288531377876,0.005840387039107863,0.016166108198301207,0.01097422662804999
novela histórica,2,0.008815169797252675,0.02135300723808567,0.02008126027498003,0.005225087907832646,0.02940419525912037,0.003350269359692312,0.015907550947582675,0.005137747419844926,0.030945873415945645,0.045433204092508346,0.018532306828306557,0.03097996694561801,0.0334396006621186,0.019417929095967592,0.007193264909491671,0.004405941190515479,0.0010114579055383623,0.02104150971446711,0.024347460239676565,0.005042069543725744,0.0090417600125597,0.00306023693814846,0.008329982993044391,0.019231829097923408,0.015868019115751485,0.007205460338406188,0.027696529437919185,0.021619214577616418,0.001124943167986916,0.007536263144088963,0.006151630652957829,0.007155764818582486,0.009804981037509063,0.004239817224951821,0.004803364482555536,0.016717084125563973,0.013704944671917258,0.008308727167101067,0.01074873159515495,0.010168655244164503,0.03337530656578778,0.010986724484847532,0.03731084104324393,0.006022172470036069,0.014599653441875415,0.018460853861550053,0.007574491508205382,0.016742825704323595,0.007864927880038598,0.040515837453811474,0.020560170304505663,0.00318330359911999,0.006867504673695082,0.017674000980099937,0.0005436801739024332,0.022965423981116225,0.0037957639382544413,0.03613950110645418,0.007884636276724545,0.007425470587173106,0.007810561451733799,0.010476725878605526,0.007824772665735374,0.002756554019800513,0.027683333165016852,0.005954514987482931,0.0037730508979904325,0.002354335196477899,0.016977051027351305,0.011064503587908794
novela histórica,3,0.016867030105750493,0.023492965988927892,0.009199641152227,0.002854467426075958,0.04245939875594118,0.0038171668339296943,0.013098636010184581,0.005588353961985363,0.040459596683082695,0.0567561005561185,0.013621790794094618,0.03475346056582908,0.03462867860576875,0.008704001282585779,0.00928682490607105,0.007242839820946226,0.0005073379948019742,0.01119629391988087,0.01898010703431891,0.006150834088005803,0.019794937580962978,0.00812497028775325,0.009619377348325265,0.012676650954246107,0.006875218078081326,0.009849375719699852,0.029240940760963733,0.010888862603106142,0.001091740652826178,0.01022567174439207,0.006767184348143834,0.003378454016305443,0.0070909341278738765,0.001625071213757458,0.0007411167530145359,0.013032156347411129,0.008163122473197474,0.006765003035215967,0.010687960878375825,0.015733334502901535,0.01749221525242529,0.01005403401604596,0.024907673826513516,0.011281353538239542,0.008979468370903751,0.02105106060732632,0.00864561880614473,0.01501090845964752,0.002047660417215048,0.03852910304759033,0.026436005708129862,0.005416520847218889,0.005280116999866943,0.029952259829528486,0.0019594287405437032,0.026371128659627097,0.009633512492493248,0.051920031282215014,0.012047186862108395,0.0032254178741072505,0.005961612143370025,0.009337458698414477,0.010501511159494954,0.0006707316953883578,0.019715448450905865,0.005446710356020885,0.0025883140555354087,0.00689259522626487,0.01838968546232166,0.018230641102556098
