,words,sents,mean,median,mode,stdev,idno,author,author-gender,title,pub-year,crt-year,genre,subgenre,narration,series,simenon3,corpus,romans-corpus
rv1081,36787,3042,12.0930309007,9,4,10.7674399038,rv1081,Pouy,male,PetiteEcuyere,1995,1995,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1082,44585,4469,9.9765048109,7,4,9.1376012101,rv1082,Pouy,male,Nus,2007,2007,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1093,114178,10307,11.0777141748,9,6,8.1680393773,rv1093,Vargas,female,ArmeeFurieuse,1996,1996,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1094,108250,10266,10.5445158777,9,4,8.0336458618,rv1094,Vargas,female,BoisEternels,2006,2006,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1095,80781,8051,10.0336604149,8,4,8.2252166717,rv1095,Vargas,female,HommeEnvers,1999,1999,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1096,56243,4982,11.2892412686,9,5,7.9366748436,rv1096,Vargas,female,JeuxAmourMort,1986,1986,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1097,101271,10465,9.6771141902,8,4,7.6388623966,rv1097,Vargas,female,LieuIncertain,2008,2008,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1098,113599,10784,10.5340318991,9,4,7.6537983814,rv1098,Vargas,female,VentsNeptune,2004,2004,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1099,96933,8903,10.8876783107,8,4,8.9782749654,rv1099,Vargas,female,ParsVite,2001,2001,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1100,54032,4940,10.9376518219,9,2,8.8093711233,rv1100,Dard,male,AlicePaysMerguez,1986,1986,novel,policier,mixed,N/A,N/A,contemporains,contemporains
rv1101,54403,4600,11.8267391304,10,4,8.9328523013,rv1101,Dard,male,LaissezTomber,1950,1950,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1102,42972,4128,10.4098837209,8,2,8.5531636099,rv1102,Dard,male,SiropGuepes,1960,1960,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1103,61546,6205,9.9187751813,8,4,8.1721709202,rv1103,Dard,male,MoiVousConnaissez,1971,1971,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1104,69172,6377,10.84710679,9,2,8.9470409615,rv1104,Dard,male,CochonsLaches,1991,1991,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1105,36840,3189,11.5522107244,9,5,8.5928160087,rv1105,Dard,male,HommagesDonzelle,1952,1952,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1106,54231,4572,11.8615485564,9,6,9.8680418661,rv1106,Dard,male,SanAntonioMac,1961,1961,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1107,67239,6504,10.338099631,8,4,8.2187901493,rv1107,Dard,male,JaiEssaye,1973,1973,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1108,57714,4691,12.3031336602,10,6,9.784753844,rv1108,Dard,male,FaisMoi,1978,1978,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1109,50989,4384,11.6307025547,10,2,8.546287497,rv1109,Dard,male,CeciPipe,1999,1999,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1120,93843,5447,17.2283825959,12,3,15.9787809778,rv1120,Leroux,male,DoubleVie,1903,1903,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1121,102808,6282,16.3654886979,11,1,15.9477559476,rv1121,Leroux,male,ParfumDameNoir,1908,1908,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1122,155365,8568,18.1331699346,12,4,18.5117970724,rv1122,Leroux,male,RoiMystere,1909,1909,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1123,100841,6406,15.7416484546,11,1,15.5630881912,rv1123,Leroux,male,Balaoo,1911,1911,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1124,106785,6670,16.0097451274,11,1,16.7954104469,rv1124,Leroux,male,RouletabilleTsar,1913,1913,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1126,66082,3058,21.6095487247,15,1,21.9033178004,rv1126,Leroux,male,HommeRevientLoin,1917,1917,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1128,53372,3157,16.9059233449,11,1,17.1984362133,rv1128,Leroux,male,FauteuilHanté,1909,1909,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1130,62277,4608,13.5149739583,10,6,11.4769447978,rv1130,Malet,male,CinquiemeProcede,1948,1948,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1131,43512,3829,11.3638025594,9,7,10.0193104626,rv1131,Malet,male,VieDegueulasse,1948,1948,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv1132,29575,2389,12.3796567602,9,5,10.1482244418,rv1132,Malet,male,Macchabee,1949,1949,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1133,49651,5230,9.493499044,7,4,8.8152622622,rv1133,Malet,male,SoleilNait,1954,1954,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1134,48900,4435,11.0259301015,8,4,9.8424570726,rv1134,Malet,male,RatsMontsouris,1955,1955,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1135,52407,4770,10.9867924528,8,4,9.3814591214,rv1135,Malet,male,Corrida,1956,1956,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv1136,62902,5935,10.598483572,8,2,9.538819603,rv1136,Malet,male,PasDeBavards,1956,1956,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv1137,62360,5940,10.4983164983,8,4,9.2730101749,rv1137,Malet,male,CassePipe,1957,1957,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv1138,49823,4603,10.824027808,8,4,9.2763058728,rv1138,Malet,male,MicmacMoche,1957,1957,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv1139,58833,5773,10.1910618396,7,4,9.7824088946,rv1139,Malet,male,EnvahissantCadavre,1959,1959,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1140,80936,6100,13.2681967213,9,4,11.8754964015,rv1140,Leblanc,male,EclatObus,1916,1916,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1141,94267,7367,12.7958463418,9,4,11.9901488505,rv1141,Leblanc,male,IleTrenteCercueils,1920,1920,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1142,61689,4012,15.3761216351,11,6,13.8702633535,rv1142,Leblanc,male,TroisYeux,1919,1919,novel,blanche,homodegetic,N/A,N/A,contemporains,contemporains
rv1143,57520,3991,14.4124279629,10,4,12.9774503614,rv1143,Leblanc,male,FormidableEvenement,1921,1921,novel,blanche,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1144,68995,5203,13.2606188737,11,6,10.4698995699,rv1144,Leblanc,male,CercleRouge,1917,1917,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1145,68027,5368,12.6726900149,9,4,11.2328517787,rv1145,Leblanc,male,DemoiselleYeuxVerts,1927,1927,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1146,58486,4922,11.8825680618,8,5,10.797441684,rv1146,Leblanc,male,DemeureMysterieuse,1929,1929,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1147,52776,4059,13.0022172949,9,3,11.6489145909,rv1147,Leblanc,male,BarreYVa,1931,1931,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1148,55273,4365,12.6627720504,9,4,11.3961027126,rv1148,Leblanc,male,MinuitSeptHeures,1931,1931,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1149,63279,5323,11.8878452001,8,3,10.9213371277,rv1149,Leblanc,male,FemmeDeuxSourires,1933,1933,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1180,37503,3427,10.9433907207,8,5,9.4333318386,rv1180,Pouy,male,TrainPerdu,2003,2003,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1181,23935,2086,11.4741131352,9,8,9.3620606355,rv1181,Pouy,male,SpinozaHegel,1983,1983,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1182,27378,1997,13.7095643465,7,5,36.6453010739,rv1182,Pouy,male,RoubignolesDestin,2001,2001,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1183,49210,4118,11.9499757164,8,4,13.7466291952,rv1183,Pouy,male,Larchmutz,1999,1999,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1185,75505,7573,9.9702891853,8,4,8.4190893983,rv1185,Vargas,female,DeboutMorts,1995,1995,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1186,65898,5330,12.3636022514,10,4,10.2021899098,rv1186,Vargas,female,HommeCerclesBleus,1996,1996,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1187,71393,6696,10.662037037,9,5,8.0318975596,rv1187,Vargas,female,SansFeu,1997,1997,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1188,76534,6350,12.0525984252,10,6,8.8415129653,rv1188,Vargas,female,PeuPlusLoin,1996,1996,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1189,37582,3383,11.1090747857,9,7,8.7234373878,rv1189,Dard,male,AngesPlumer,1957,1957,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1190,66170,5581,11.8562981545,9,3,9.5686651819,rv1190,Dard,male,ValsezPouffiasses,1989,1989,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1191,37671,3580,10.5226256983,8,3,8.478878907,rv1191,Dard,male,SanAntonioRenvoie,1960,1960,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv1192,66864,4856,13.7693574959,11,8,10.5630771914,rv1192,Dard,male,ReglezLuiCompte,1949,1949,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1193,44242,3707,11.9347181009,10,7,9.1302093863,rv1193,Dard,male,PlombTripes,1953,1953,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1194,40670,3671,11.078725143,9,5,8.300509652,rv1194,Dard,male,PassezMoiJoconde,1954,1954,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv1195,41079,3871,10.6119865668,8,4,8.6814101925,rv1195,Dard,male,GalaEmplumes,1963,1963,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv1196,38858,3408,11.4019953052,10,2,8.2090366307,rv1196,Dard,male,TrempePain,1999,1999,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1197,43915,4028,10.9024329692,9,4,8.5329063399,rv1197,Dard,male,ClientesMorgue,1953,1953,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv1198,70614,6284,11.2371101209,9,4,9.5636723968,rv1198,Dard,male,Concerto,1976,1976,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1201,33837,2931,11.5445240532,10,6,8.279263817,rv1201,Dard,male,Delivrez,1956,1956,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv1202,46937,4664,10.0636792453,8,4,7.518845495,rv1202,Dard,male,Initiation,1971,1971,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1203,35567,3320,10.7129518072,9,6,7.5960802168,rv1203,Dard,male,Accident,1961,1961,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1204,34931,3261,10.7117448635,9,7,7.564362291,rv1204,Dard,male,BourreauPleure,1956,1956,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1205,35177,3136,11.2171556122,9,6,8.1246490707,rv1205,Dard,male,PainFossoyeurs,1956,1956,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1206,33688,3446,9.7759721416,8,6,6.791203438,rv1206,Dard,male,TueurTriste,1958,1958,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv1207,30830,2730,11.293040293,10,5,7.6930482811,rv1207,Dard,male,SalePeau,1958,1958,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv1208,38494,3687,10.4404665039,9,5,7.5120494907,rv1208,Dard,male,OnMeurtPas,1956,1956,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1209,31091,3327,9.3450556057,8,2,6.3568341646,rv1209,Dard,male,MarchaitTombe,1963,1963,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1220,38632,3347,11.5422766657,9,5,8.8661117639,rv1220,Malet,male,Johnny,1941,1941,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1221,53834,4072,13.2205304519,10,5,11.9062518006,rv1221,Malet,male,HommeSangBleu,1942,1942,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1222,17432,1276,13.6614420063,10,6,12.2305998562,rv1222,Malet,male,AubergeBanlieue,1945,1945,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1223,51138,4775,10.7095287958,8,5,9.550835236,rv1223,Malet,male,Sueur,1949,1949,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1224,20854,1667,12.5098980204,9,6,12.3602345014,rv1224,Malet,male,Cite,1950,1950,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv1225,23148,1366,16.9458272328,10.5,4,21.1778702839,rv1225,Malet,male,GangMysterieux,1952,1952,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1226,56012,5200,10.7715384615,8,5,9.2616100496,rv1226,Malet,male,Nuit,1955,1955,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv1227,49794,4346,11.4574321215,8,5,10.1429114544,rv1227,Malet,male,Brouillard,1956,1956,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1228,49990,4555,10.9747530187,8,4,10.0841911098,rv1228,Malet,male,Ossements,1957,1957,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv1229,57379,5751,9.9772213528,7,2,9.2235138338,rv1229,Malet,male,RebeccaRosiers,1957,1957,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1231,59991,3756,15.9720447284,11,6,14.3268374279,rv1231,Echenoz,male,Cherokee,1983,1983,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1234,71897,4113,17.4804279115,13,5,15.7942080565,rv1234,Echenoz,male,MeridienGreenwich,1979,1979,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1240,56525,3135,18.0303030303,15,8,12.8014916547,rv1240,Daeninckx,male,DouzeRueMeckert,2001,2001,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1241,48807,3757,12.9909502262,11,7,8.7397179759,rv1241,Daeninckx,male,Bourreau,1986,1986,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1242,16769,1151,14.5690703736,12,6,10.7025277309,rv1242,Daeninckx,male,CrimeSainte,2012,2012,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv1243,59863,4719,12.6855265946,11,8,8.6461767518,rv1243,Daeninckx,male,DerDesDers,1984,1984,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1244,53835,3428,15.7044924154,13,7,11.5851025282,rv1244,Daeninckx,male,FacteurFatal,1990,1990,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1245,55484,3962,14.0040383645,12,8,9.0428607468,rv1245,Daeninckx,male,GeantInacheve,1984,1984,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1246,48331,3394,14.2401296405,12,6,10.3923515451,rv1246,Daeninckx,male,LumiereNoire,1987,1987,novel,policier,mixed,N/A,N/A,contemporains,contemporains
rv1247,47279,3997,11.8286214661,10,7,8.1128765244,rv1247,Daeninckx,male,Metropolice,1985,1985,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1248,48037,3393,14.1576775715,12,6,10.088010037,rv1248,Daeninckx,male,PlayBack,1986,1986,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1249,51751,3387,15.2793032182,13,7,10.6759413909,rv1249,Daeninckx,male,ChateauBoheme,1994,1994,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1250,45253,4737,9.5530926747,8,4,7.8772900667,rv1250,BoilNarc,male,OmbreProie,1951,1951,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1251,50158,5753,8.7185816096,7,6,6.491452129,rv1251,BoilNarc,male,CoeurPerdu,1959,1959,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1252,47019,5437,8.6479676292,7,7,6.7002371772,rv1252,BoilNarc,male,IngenieurChiffres,1958,1958,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1253,51919,5042,10.2973026577,8,5,8.0115117407,rv1253,BoilNarc,male,Louves,1955,1955,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv1254,50679,5290,9.5801512287,7,6,8.1499013166,rv1254,BoilNarc,male,Magiciennes,1957,1957,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1255,24040,1634,14.7123623011,12,6,11.6523176098,rv1255,BoilNarc,male,BoisDormant,1956,1956,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1256,32900,3630,9.0633608815,7,5,7.2867181145,rv1256,BoilNarc,male,MauvaisOeil,1956,1956,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1257,48807,4941,9.8779599271,8,7,7.8759278047,rv1257,BoilNarc,male,EntreMorts,1954,1954,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1258,50329,5363,9.384486295,8,5,7.2576666628,rv1258,BoilNarc,male,VisagesOmbre,1953,1953,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1259,46495,5161,9.0089130014,7,4,7.0981928814,rv1259,BoilNarc,male,CelleQui,1952,1952,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1260,47675,5121,9.3097051357,7,4,7.5163144522,rv1260,BoilNarc,male,Poudriere,1987,1987,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1261,47866,4902,9.7645858833,8,4,7.8544533999,rv1261,BoilNarc,male,SecondVisageLupin,1986,1986,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1262,52005,5307,9.7993216507,8,4,8.1297106193,rv1262,BoilNarc,male,SecretEunerville,1986,1986,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1263,45494,4664,9.7542881647,8,5,7.8040761856,rv1263,BoilNarc,male,SermentLupin,1987,1987,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1265,48926,5161,9.4799457469,8,7,7.7788431015,rv1265,BoilNarc,male,MortDit,1967,1967,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1266,56842,5567,10.2105263158,8,5,7.5390041786,rv1266,BoilNarc,male,Malefices,1961,1961,novel,policier,autodiegetic,N/A,N/A,contemporains,contemporains
rv1267,48547,4564,10.6369412796,8,4,8.5120347306,rv1267,BoilNarc,male,PorteLarge,1969,1969,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1268,51231,5028,10.1891408115,8,7,7.7007361937,rv1268,BoilNarc,male,Victimes,1964,1964,novel,policier,autodiegetic,N/A,N/A,contemporains,contemporains
rv1269,51147,5048,10.1321315372,8,6,7.6879882985,rv1269,BoilNarc,male,Maldonne,1962,1962,novel,policier,autodiegetic,N/A,N/A,contemporains,contemporains
rv1270,75264,9767,7.7059486024,6,4,5.3822597118,rv1270,Izzo,male,Chourmo,1996,1996,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1271,74312,10020,7.4163672655,6,4,4.8808039382,rv1271,Izzo,male,Kheops,1995,1995,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv1272,58315,7290,7.9993141289,6,4,6.3318278108,rv1272,Izzo,male,Solea,1998,1998,novel,policier,autodiegetic,N/A,N/A,contemporains,contemporains
rv1273,74396,6735,11.0461766889,9,6,8.9714108245,rv1273,Khadra,male,Revent,1999,1999,novel,blanche,autodiegetic,N/A,N/A,contemporains,contemporains
rv1274,43053,3124,13.7813700384,11,6,10.2919867972,rv1274,Khadra,male,Hirondelles,2002,2002,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv1275,122863,8888,13.823469847,11,6,11.1986603538,rv1275,Khadra,male,JourNuit,2008,2008,novel,blanche,homodiegetic,N/A,N/A,contemporains,contemporains
rv1276,100500,8752,11.4830895795,9,2,8.8193549179,rv1276,Magnan,male,Charbonniers,1988,1988,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1277,64989,5775,11.2535064935,9,2,9.6177403408,rv1277,Magnan,male,Commissaire,1978,1978,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1278,66985,5133,13.0498733684,10,5,10.9200487152,rv1278,Magnan,male,Laure,2006,2006,novel,blanche,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1279,139724,9096,15.3610378188,12,8,12.5787858007,rv1279,Magnan,male,Chronique,2008,2008,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1280,63004,5242,12.0190766883,9,2,11.1446567965,rv1280,Magnan,male,SangAtrides,1977,1977,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1281,77108,4618,16.6972715461,12,6,14.9645660996,rv1281,RobbeGrillet,male,Gommes,1953,1953,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
